payment_method_type,country,rebill_period_in_months,firstSub,observation_date,age,all_time_views,last_month_views,next_month_views,is_cancelled
SAGEPAY,usa,1,1.0,2018-05-01,602,5,,,true
SAGEPAY,fra,1,1.0,2018-05-01,437,29,,,false
SAGEPAY,usa,1,,2018-05-01,252,376,,,true
SAGEPAY,usa,6,,2018-05-01,243,262,14,,false
SAGEPAY,usa,6,1.0,2018-05-01,203,128,,,true
SAGEPAY,mex,1,1.0,2018-06-01,1023,287,,,true
SAGEPAY,usa,1,1.0,2018-06-01,957,41,,,false
SAGEPAY,gbr,1,,2018-06-01,939,87,,,true
PAYPAL,esp,1,1.0,2018-06-01,934,175,,,true
PAYPAL,usa,1,1.0,2018-06-01,902,163,,,true
SAGEPAY,usa,1,1.0,2018-06-01,864,112,,,true
PAYPAL,rus,1,1.0,2018-06-01,800,436,,,true
SAGEPAY,pol,1,1.0,2018-06-01,796,246,,,false
SAGEPAY,srb,1,1.0,2018-06-01,761,238,,,true
SAGEPAY,aus,1,1.0,2018-06-01,734,36,,,true
SAGEPAY,srb,1,,2018-06-01,675,238,,,true
SAGEPAY,usa,1,1.0,2018-06-01,633,5,,,true
SAGEPAY,fra,1,1.0,2018-06-01,468,29,,,false
SAGEPAY,usa,1,,2018-06-01,283,376,,,true
SAGEPAY,usa,6,,2018-06-01,274,262,,6,false
SAGEPAY,usa,6,1.0,2018-06-01,234,128,,,true
OFFLINE,grc,1,1.0,2018-06-01,1031,53,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1014,232,,,true
PAYPAL,ita,1,,2018-06-01,974,656,16,,true
PAYPAL,tur,1,1.0,2018-06-01,928,410,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,809,408,,,true
SAGEPAY,usa,12,1.0,2018-06-01,779,114,,,true
SAGEPAY,usa,1,1.0,2018-06-01,735,75,,,true
SAGEPAY,usa,1,1.0,2018-06-01,700,5,,,true
SAGEPAY,usa,1,1.0,2018-06-01,683,33,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,681,36,,,true
PAYPAL,mex,1,1.0,2018-06-01,672,47,,,true
SAGEPAY,mex,1,1.0,2018-06-01,619,25,,,true
PAYPAL,usa,1,1.0,2018-06-01,617,27,,,true
SAGEPAY,usa,1,1.0,2018-06-01,608,50,,,true
SAGEPAY,usa,1,1.0,2018-06-01,567,5,,,true
SAGEPAY,rus,6,1.0,2018-06-01,283,22,,,true
OFFLINE,grc,1,1.0,2018-04-01,970,53,,,true
SAGEPAY,usa,1,1.0,2018-04-01,953,232,,,true
PAYPAL,ita,1,,2018-04-01,913,623,,17,true
PAYPAL,tur,1,1.0,2018-04-01,867,410,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,748,408,,,true
SAGEPAY,usa,12,1.0,2018-04-01,718,114,,,false
SAGEPAY,usa,1,1.0,2018-04-01,674,75,,,true
SAGEPAY,usa,1,1.0,2018-04-01,639,5,,,true
SAGEPAY,usa,1,1.0,2018-04-01,622,33,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,620,36,,,true
PAYPAL,mex,1,1.0,2018-04-01,611,47,,,true
SAGEPAY,mex,1,1.0,2018-04-01,558,25,,,true
PAYPAL,usa,1,1.0,2018-04-01,556,27,,,true
SAGEPAY,usa,1,1.0,2018-04-01,547,50,,,true
SAGEPAY,usa,1,1.0,2018-04-01,506,5,,,true
SAGEPAY,rus,6,1.0,2018-04-01,222,22,,,true
OFFLINE,grc,1,1.0,2018-02-01,911,53,,,true
SAGEPAY,usa,1,1.0,2018-02-01,894,232,,,true
PAYPAL,ita,1,,2018-02-01,854,623,,,true
PAYPAL,tur,1,1.0,2018-02-01,808,410,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,689,408,,,true
SAGEPAY,usa,12,1.0,2018-02-01,659,114,,,false
SAGEPAY,usa,1,1.0,2018-02-01,615,75,,,true
SAGEPAY,usa,1,1.0,2018-02-01,580,5,,,true
SAGEPAY,usa,1,1.0,2018-02-01,563,33,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,561,36,,,true
PAYPAL,mex,1,1.0,2018-02-01,552,47,,,true
SAGEPAY,mex,1,1.0,2018-02-01,499,25,,,true
PAYPAL,usa,1,1.0,2018-02-01,497,27,,,true
SAGEPAY,usa,1,1.0,2018-02-01,488,50,,,true
SAGEPAY,usa,1,1.0,2018-02-01,447,5,,,true
SAGEPAY,rus,6,1.0,2018-02-01,163,22,,,false
OFFLINE,grc,1,1.0,2018-03-01,939,53,,,true
SAGEPAY,usa,1,1.0,2018-03-01,922,232,,,true
PAYPAL,ita,1,,2018-03-01,882,623,,,true
PAYPAL,tur,1,1.0,2018-03-01,836,410,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,717,408,,,true
SAGEPAY,usa,12,1.0,2018-03-01,687,114,,,false
SAGEPAY,usa,1,1.0,2018-03-01,643,75,,,true
SAGEPAY,usa,1,1.0,2018-03-01,608,5,,,true
SAGEPAY,usa,1,1.0,2018-03-01,591,33,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,589,36,,,true
PAYPAL,mex,1,1.0,2018-03-01,580,47,,,true
SAGEPAY,mex,1,1.0,2018-03-01,527,25,,,true
PAYPAL,usa,1,1.0,2018-03-01,525,27,,,true
SAGEPAY,usa,1,1.0,2018-03-01,516,50,,,true
SAGEPAY,usa,1,1.0,2018-03-01,475,5,,,true
SAGEPAY,rus,6,1.0,2018-03-01,191,22,,,true
SAGEPAY,usa,1,1.0,2018-02-01,909,247,,,false
SAGEPAY,ind,1,1.0,2018-02-01,876,234,,2,false
SAGEPAY,usa,6,,2018-02-01,827,70,,,false
SAGEPAY,usa,1,1.0,2018-02-01,807,369,19,8,false
PAYPAL,usa,1,1.0,2018-02-01,759,31,,,true
SAGEPAY,usa,1,,2018-02-01,720,183,,,false
SAGEPAY,usa,1,1.0,2018-02-01,709,8,,,true
OFFLINE,irl,12,,2018-02-01,664,186,26,2,false
SAGEPAY,gbr,1,1.0,2018-02-01,656,14,,,true
SAGEPAY,aus,1,1.0,2018-02-01,508,263,,,false
SAGEPAY,ind,1,,2018-02-01,448,241,,,true
PAYPAL,usa,6,1.0,2018-02-01,339,10,,3,false
PAYPAL,bel,1,1.0,2018-02-01,326,2,,,true
SAGEPAY,vnm,6,1.0,2018-02-01,272,404,19,1,false
SAGEPAY,usa,12,1.0,2018-02-01,112,26,16,10,false
SAGEPAY,usa,1,1.0,2018-03-01,937,247,,,false
SAGEPAY,ind,1,1.0,2018-03-01,904,236,2,51,false
SAGEPAY,usa,6,,2018-03-01,855,70,,,false
SAGEPAY,usa,1,1.0,2018-03-01,835,383,8,2,false
PAYPAL,usa,1,1.0,2018-03-01,787,31,,,true
SAGEPAY,usa,1,,2018-03-01,748,183,,,false
SAGEPAY,usa,1,1.0,2018-03-01,737,8,,,true
OFFLINE,irl,12,,2018-03-01,692,188,2,2,false
SAGEPAY,gbr,1,1.0,2018-03-01,684,14,,,true
SAGEPAY,aus,1,1.0,2018-03-01,536,263,,,false
SAGEPAY,ind,1,,2018-03-01,476,241,,,true
PAYPAL,usa,6,1.0,2018-03-01,367,13,3,,false
PAYPAL,bel,1,1.0,2018-03-01,354,2,,,true
SAGEPAY,vnm,6,1.0,2018-03-01,300,409,1,27,false
SAGEPAY,usa,12,1.0,2018-03-01,140,36,10,35,false
SAGEPAY,usa,1,1.0,2018-04-01,968,247,,,false
SAGEPAY,ind,1,1.0,2018-04-01,935,278,51,41,false
SAGEPAY,usa,6,,2018-04-01,886,70,,,false
SAGEPAY,usa,1,1.0,2018-04-01,866,385,2,4,false
PAYPAL,usa,1,1.0,2018-04-01,818,31,,,true
SAGEPAY,usa,1,,2018-04-01,779,183,,,false
SAGEPAY,usa,1,1.0,2018-04-01,768,8,,,true
OFFLINE,irl,12,,2018-04-01,723,190,2,2,false
SAGEPAY,gbr,1,1.0,2018-04-01,715,14,,,true
SAGEPAY,aus,1,1.0,2018-04-01,567,263,,,false
SAGEPAY,ind,1,,2018-04-01,507,241,,,true
PAYPAL,usa,6,1.0,2018-04-01,397,13,,,true
PAYPAL,bel,1,1.0,2018-04-01,385,2,,,true
SAGEPAY,vnm,6,1.0,2018-04-01,331,436,27,74,false
SAGEPAY,usa,12,1.0,2018-04-01,171,74,35,24,false
SAGEPAY,usa,1,1.0,2018-05-01,998,247,,,false
SAGEPAY,ind,1,1.0,2018-05-01,965,328,41,2,false
SAGEPAY,usa,6,,2018-05-01,916,70,,,false
SAGEPAY,usa,1,1.0,2018-05-01,896,389,4,64,false
PAYPAL,usa,1,1.0,2018-05-01,848,31,,,true
SAGEPAY,usa,1,,2018-05-01,809,183,,,false
SAGEPAY,usa,1,1.0,2018-05-01,798,8,,,true
OFFLINE,irl,12,,2018-05-01,753,192,2,4,false
SAGEPAY,gbr,1,1.0,2018-05-01,745,14,,,true
SAGEPAY,aus,1,1.0,2018-05-01,597,263,,,false
SAGEPAY,ind,1,,2018-05-01,537,241,,,true
PAYPAL,usa,6,1.0,2018-05-01,427,13,,,true
PAYPAL,bel,1,1.0,2018-05-01,415,2,,,true
SAGEPAY,vnm,6,1.0,2018-05-01,361,510,74,45,false
SAGEPAY,usa,12,1.0,2018-05-01,201,98,24,4,false
SAGEPAY,usa,1,1.0,2018-06-01,1029,247,,,false
SAGEPAY,ind,1,1.0,2018-06-01,996,330,2,5,false
SAGEPAY,usa,6,,2018-06-01,947,70,,,false
SAGEPAY,usa,1,1.0,2018-06-01,927,447,64,27,false
PAYPAL,usa,1,1.0,2018-06-01,879,31,,,true
SAGEPAY,usa,1,,2018-06-01,840,183,,,false
SAGEPAY,usa,1,1.0,2018-06-01,829,8,,,true
OFFLINE,irl,12,,2018-06-01,784,196,4,,false
SAGEPAY,gbr,1,1.0,2018-06-01,776,14,,,true
SAGEPAY,aus,1,1.0,2018-06-01,628,263,,,false
SAGEPAY,ind,1,,2018-06-01,568,241,,,true
PAYPAL,usa,6,1.0,2018-06-01,458,13,,,true
PAYPAL,bel,1,1.0,2018-06-01,446,2,,,true
SAGEPAY,vnm,6,1.0,2018-06-01,392,555,45,,false
SAGEPAY,usa,12,1.0,2018-06-01,232,102,4,6,false
SAGEPAY,bel,1,1.0,2018-06-01,1038,45,,,false
SAGEPAY,usa,1,1.0,2018-06-01,1026,1,,,false
SAGEPAY,usa,1,1.0,2018-06-01,1021,652,,,true
SAGEPAY,usa,1,1.0,2018-06-01,995,12,,,true
SAGEPAY,usa,1,1.0,2018-06-01,949,93,,,true
SAGEPAY,usa,1,1.0,2018-06-01,934,300,,,true
PAYPAL,are,1,1.0,2018-06-01,932,435,,,true
SAGEPAY,pol,1,1.0,2018-06-01,921,415,11,12,false
SAGEPAY,usa,1,1.0,2018-06-01,861,171,,,false
PAYPAL,usa,1,,2018-06-01,805,227,,,true
SAGEPAY,srb,1,1.0,2018-06-01,704,116,,,true
SAGEPAY,usa,12,,2018-06-01,623,33,,,false
PAYPAL,usa,1,1.0,2018-06-01,448,131,,,true
PAYPAL,gbr,6,1.0,2018-06-01,425,148,,12,false
SAGEPAY,pol,12,,2018-06-01,98,593,6,,false
SAGEPAY,bel,1,1.0,2018-03-01,946,45,,,false
SAGEPAY,usa,1,1.0,2018-03-01,934,1,,,false
SAGEPAY,usa,1,1.0,2018-03-01,929,652,,,true
SAGEPAY,usa,1,1.0,2018-03-01,903,12,,,true
SAGEPAY,usa,1,1.0,2018-03-01,857,93,,,true
SAGEPAY,usa,1,1.0,2018-03-01,842,300,,,true
PAYPAL,are,1,1.0,2018-03-01,840,435,,,true
SAGEPAY,pol,1,1.0,2018-03-01,829,381,63,10,false
SAGEPAY,usa,1,1.0,2018-03-01,769,171,,,false
PAYPAL,usa,1,,2018-03-01,713,227,,,true
SAGEPAY,srb,1,1.0,2018-03-01,612,116,,,true
SAGEPAY,usa,12,,2018-03-01,531,33,,,false
PAYPAL,usa,1,1.0,2018-03-01,356,131,,,true
PAYPAL,gbr,6,1.0,2018-03-01,333,146,,,false
SAGEPAY,pol,12,,2018-03-01,6,548,14,35,false
SAGEPAY,bel,1,1.0,2018-04-01,977,45,,,false
SAGEPAY,usa,1,1.0,2018-04-01,965,1,,,false
SAGEPAY,usa,1,1.0,2018-04-01,960,652,,,true
SAGEPAY,usa,1,1.0,2018-04-01,934,12,,,true
SAGEPAY,usa,1,1.0,2018-04-01,888,93,,,true
SAGEPAY,usa,1,1.0,2018-04-01,873,300,,,true
PAYPAL,are,1,1.0,2018-04-01,871,435,,,true
SAGEPAY,pol,1,1.0,2018-04-01,860,398,10,6,false
SAGEPAY,usa,1,1.0,2018-04-01,800,171,,,false
PAYPAL,usa,1,,2018-04-01,744,227,,,true
SAGEPAY,srb,1,1.0,2018-04-01,643,116,,,true
SAGEPAY,usa,12,,2018-04-01,562,33,,,false
PAYPAL,usa,1,1.0,2018-04-01,387,131,,,true
PAYPAL,gbr,6,1.0,2018-04-01,364,146,,2,false
SAGEPAY,pol,12,,2018-04-01,37,585,35,2,false
SAGEPAY,bel,1,1.0,2018-05-01,1007,45,,,false
SAGEPAY,usa,1,1.0,2018-05-01,995,1,,,false
SAGEPAY,usa,1,1.0,2018-05-01,990,652,,,true
SAGEPAY,usa,1,1.0,2018-05-01,964,12,,,true
SAGEPAY,usa,1,1.0,2018-05-01,918,93,,,true
SAGEPAY,usa,1,1.0,2018-05-01,903,300,,,true
PAYPAL,are,1,1.0,2018-05-01,901,435,,,true
SAGEPAY,pol,1,1.0,2018-05-01,890,404,6,11,false
SAGEPAY,usa,1,1.0,2018-05-01,830,171,,,false
PAYPAL,usa,1,,2018-05-01,774,227,,,true
SAGEPAY,srb,1,1.0,2018-05-01,673,116,,,true
SAGEPAY,usa,12,,2018-05-01,592,33,,,false
PAYPAL,usa,1,1.0,2018-05-01,417,131,,,true
PAYPAL,gbr,6,1.0,2018-05-01,394,146,2,,false
SAGEPAY,pol,12,,2018-05-01,67,587,2,6,false
SAGEPAY,usa,12,1.0,2018-06-01,1030,831,,34,false
PAYPAL,usa,1,1.0,2018-06-01,992,96,,,true
SAGEPAY,usa,1,,2018-06-01,990,652,,,true
OFFLINE,deu,12,1.0,2018-06-01,980,53,,,true
SAGEPAY,mex,1,1.0,2018-06-01,954,491,,,true
PAYPAL,usa,1,1.0,2018-06-01,838,10,,,true
SAGEPAY,ind,1,1.0,2018-06-01,815,39,,,true
SAGEPAY,usa,1,1.0,2018-06-01,814,205,2,,true
PAYPAL,arm,1,1.0,2018-06-01,716,9,,,true
SAGEPAY,bhr,1,1.0,2018-06-01,661,66,,,true
SAGEPAY,ind,1,1.0,2018-06-01,601,26,,,true
SAGEPAY,gbr,6,,2018-06-01,452,56,2,,false
SAGEPAY,can,1,1.0,2018-06-01,212,1321,,,true
PAYPAL,usa,1,,2018-06-01,111,731,13,2,true
SAGEPAY,ind,6,1.0,2018-06-01,45,399,218,31,false
SAGEPAY,usa,12,1.0,2018-05-01,999,831,,,false
PAYPAL,usa,1,1.0,2018-05-01,961,96,,,true
SAGEPAY,usa,1,,2018-05-01,959,652,,,true
OFFLINE,deu,12,1.0,2018-05-01,949,53,,,true
SAGEPAY,mex,1,1.0,2018-05-01,923,491,,,true
PAYPAL,usa,1,1.0,2018-05-01,807,10,,,true
SAGEPAY,ind,1,1.0,2018-05-01,784,39,,,true
SAGEPAY,usa,1,1.0,2018-05-01,783,203,,2,true
PAYPAL,arm,1,1.0,2018-05-01,685,9,,,true
SAGEPAY,bhr,1,1.0,2018-05-01,630,66,,,true
SAGEPAY,ind,1,1.0,2018-05-01,570,26,,,true
SAGEPAY,gbr,6,,2018-05-01,421,54,,2,false
SAGEPAY,can,1,1.0,2018-05-01,181,1321,,,true
PAYPAL,usa,1,,2018-05-01,80,718,2,13,true
SAGEPAY,ind,6,1.0,2018-05-01,14,190,172,218,false
SAGEPAY,usa,12,1.0,2018-06-01,1042,316,,,false
SAGEPAY,gbr,1,1.0,2018-06-01,1012,87,,,true
SAGEPAY,ind,1,1.0,2018-06-01,934,111,,,true
PAYPAL,usa,1,1.0,2018-06-01,918,314,,,true
SAGEPAY,ind,1,1.0,2018-06-01,902,37,,,false
PAYPAL,usa,1,1.0,2018-06-01,832,372,,,true
PAYPAL,bgr,1,1.0,2018-06-01,820,4,,,true
PAYPAL,usa,1,1.0,2018-06-01,779,16,,,true
PAYPAL,slv,1,1.0,2018-06-01,772,1,,,true
SAGEPAY,usa,1,1.0,2018-06-01,721,3,,,true
SAGEPAY,usa,1,1.0,2018-06-01,607,111,,,true
SAGEPAY,usa,1,1.0,2018-06-01,602,58,,,true
PAYPAL,usa,1,1.0,2018-06-01,565,4,,5,true
SAGEPAY,ind,1,1.0,2018-06-01,322,280,,,true
SAGEPAY,usa,1,1.0,2018-06-01,30,60,46,,false
SAGEPAY,usa,12,1.0,2018-05-01,1011,316,,,false
SAGEPAY,gbr,1,1.0,2018-05-01,981,87,,,true
SAGEPAY,ind,1,1.0,2018-05-01,903,111,,,true
PAYPAL,usa,1,1.0,2018-05-01,887,314,,,true
SAGEPAY,ind,1,1.0,2018-05-01,871,37,,,false
PAYPAL,usa,1,1.0,2018-05-01,801,372,,,true
PAYPAL,bgr,1,1.0,2018-05-01,789,4,,,true
PAYPAL,usa,1,1.0,2018-05-01,748,16,,,true
PAYPAL,slv,1,1.0,2018-05-01,741,1,,,true
SAGEPAY,usa,1,1.0,2018-05-01,690,3,,,true
SAGEPAY,usa,1,1.0,2018-05-01,576,111,,,true
SAGEPAY,usa,1,1.0,2018-05-01,571,58,,,true
PAYPAL,usa,1,1.0,2018-05-01,534,4,,,true
SAGEPAY,ind,1,1.0,2018-05-01,291,280,,,true
SAGEPAY,usa,1,1.0,2018-05-01,0,,14,46,false
SAGEPAY,usa,1,1.0,2018-06-01,1026,819,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1025,216,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1013,32,,,true
PAYPAL,isr,1,1.0,2018-06-01,969,232,,,true
PAYPAL,usa,1,1.0,2018-06-01,799,264,,,true
SAGEPAY,usa,1,1.0,2018-06-01,750,13,,,true
PAYPAL,col,1,1.0,2018-06-01,746,14,,,true
SAGEPAY,ind,1,1.0,2018-06-01,742,18,,,false
SAGEPAY,bgd,1,1.0,2018-06-01,726,115,,,true
SAGEPAY,col,1,,2018-06-01,724,333,,,true
PAYPAL,isr,1,1.0,2018-06-01,677,202,,,true
SAGEPAY,can,1,1.0,2018-06-01,618,14,,,true
PAYPAL,aus,1,1.0,2018-06-01,555,10,,,true
SAGEPAY,usa,6,,2018-06-01,386,331,,,true
SAGEPAY,usa,1,1.0,2018-06-01,171,84,,,true
SAGEPAY,usa,1,1.0,2018-06-01,942,175,,,false
SAGEPAY,usa,1,1.0,2018-06-01,901,83,,,true
SAGEPAY,zaf,1,1.0,2018-06-01,801,316,,,true
SAGEPAY,khm,1,1.0,2018-06-01,727,280,,,false
PAYPAL,hkg,1,1.0,2018-06-01,687,7,,,true
SAGEPAY,usa,1,1.0,2018-06-01,630,10,,,true
SAGEPAY,irl,1,1.0,2018-06-01,499,64,,,true
PAYPAL,rou,1,,2018-06-01,422,552,,,true
SAGEPAY,pol,1,1.0,2018-06-01,344,152,,,true
SAGEPAY,usa,1,,2018-06-01,309,183,,,true
PAYPAL,can,1,,2018-06-01,229,326,,,true
SAGEPAY,usa,6,1.0,2018-06-01,148,253,74,114,false
SAGEPAY,ind,6,,2018-06-01,94,330,2,5,false
SAGEPAY,usa,1,1.0,2018-06-01,91,6,,,true
SAGEPAY,usa,6,,2018-06-01,1,941,70,9,false
SAGEPAY,usa,1,1.0,2018-02-01,906,813,,6,true
SAGEPAY,usa,1,1.0,2018-02-01,905,216,,,true
SAGEPAY,usa,1,1.0,2018-02-01,893,32,,,true
PAYPAL,isr,1,1.0,2018-02-01,849,232,,,true
PAYPAL,usa,1,1.0,2018-02-01,679,264,,,true
SAGEPAY,usa,1,1.0,2018-02-01,630,13,,,true
PAYPAL,col,1,1.0,2018-02-01,626,14,,,true
SAGEPAY,ind,1,1.0,2018-02-01,622,18,,,false
SAGEPAY,bgd,1,1.0,2018-02-01,606,115,,,true
SAGEPAY,col,1,,2018-02-01,604,333,,,true
PAYPAL,isr,1,1.0,2018-02-01,557,202,,,true
SAGEPAY,can,1,1.0,2018-02-01,498,14,,,true
PAYPAL,aus,1,1.0,2018-02-01,435,10,,,true
SAGEPAY,usa,6,,2018-02-01,266,331,,,true
SAGEPAY,usa,1,1.0,2018-02-01,51,84,13,,true
SAGEPAY,usa,1,1.0,2018-03-01,934,819,6,,true
SAGEPAY,usa,1,1.0,2018-03-01,933,216,,,true
SAGEPAY,usa,1,1.0,2018-03-01,921,32,,,true
PAYPAL,isr,1,1.0,2018-03-01,877,232,,,true
PAYPAL,usa,1,1.0,2018-03-01,707,264,,,true
SAGEPAY,usa,1,1.0,2018-03-01,658,13,,,true
PAYPAL,col,1,1.0,2018-03-01,654,14,,,true
SAGEPAY,ind,1,1.0,2018-03-01,650,18,,,false
SAGEPAY,bgd,1,1.0,2018-03-01,634,115,,,true
SAGEPAY,col,1,,2018-03-01,632,333,,,true
PAYPAL,isr,1,1.0,2018-03-01,585,202,,,true
SAGEPAY,can,1,1.0,2018-03-01,526,14,,,true
PAYPAL,aus,1,1.0,2018-03-01,463,10,,,true
SAGEPAY,usa,6,,2018-03-01,294,331,,,true
SAGEPAY,usa,1,1.0,2018-03-01,79,84,,,true
SAGEPAY,usa,1,1.0,2018-04-01,965,819,,,true
SAGEPAY,usa,1,1.0,2018-04-01,964,216,,,true
SAGEPAY,usa,1,1.0,2018-04-01,952,32,,,true
PAYPAL,isr,1,1.0,2018-04-01,908,232,,,true
PAYPAL,usa,1,1.0,2018-04-01,738,264,,,true
SAGEPAY,usa,1,1.0,2018-04-01,689,13,,,true
PAYPAL,col,1,1.0,2018-04-01,685,14,,,true
SAGEPAY,ind,1,1.0,2018-04-01,681,18,,,false
SAGEPAY,bgd,1,1.0,2018-04-01,665,115,,,true
SAGEPAY,col,1,,2018-04-01,663,333,,,true
PAYPAL,isr,1,1.0,2018-04-01,616,202,,,true
SAGEPAY,can,1,1.0,2018-04-01,557,14,,,true
PAYPAL,aus,1,1.0,2018-04-01,494,10,,,true
SAGEPAY,usa,6,,2018-04-01,325,331,,,true
SAGEPAY,usa,1,1.0,2018-04-01,110,84,,,true
SAGEPAY,usa,1,1.0,2018-05-01,995,819,,,true
SAGEPAY,usa,1,1.0,2018-05-01,994,216,,,true
SAGEPAY,usa,1,1.0,2018-05-01,982,32,,,true
PAYPAL,isr,1,1.0,2018-05-01,938,232,,,true
PAYPAL,usa,1,1.0,2018-05-01,768,264,,,true
SAGEPAY,usa,1,1.0,2018-05-01,719,13,,,true
PAYPAL,col,1,1.0,2018-05-01,715,14,,,true
SAGEPAY,ind,1,1.0,2018-05-01,711,18,,,false
SAGEPAY,bgd,1,1.0,2018-05-01,695,115,,,true
SAGEPAY,col,1,,2018-05-01,693,333,,,true
PAYPAL,isr,1,1.0,2018-05-01,646,202,,,true
SAGEPAY,can,1,1.0,2018-05-01,587,14,,,true
PAYPAL,aus,1,1.0,2018-05-01,524,10,,,true
SAGEPAY,usa,6,,2018-05-01,355,331,,,true
SAGEPAY,usa,1,1.0,2018-05-01,140,84,,,true
SAGEPAY,rou,1,1.0,2018-02-01,904,552,,,true
SAGEPAY,ind,1,1.0,2018-02-01,895,111,,,false
SAGEPAY,gbr,1,1.0,2018-02-01,850,266,,,true
PAYPAL,usa,1,1.0,2018-02-01,798,621,,,true
PAYPAL,kor,12,,2018-02-01,787,409,,,true
SAGEPAY,mex,1,1.0,2018-02-01,769,105,,,true
SAGEPAY,rus,1,1.0,2018-02-01,648,23,,,false
SAGEPAY,usa,1,1.0,2018-02-01,622,261,13,,false
PAYPAL,can,1,1.0,2018-02-01,484,461,,,true
PAYPAL,aus,1,1.0,2018-02-01,472,110,,,true
SAGEPAY,usa,1,1.0,2018-02-01,437,322,,,true
SAGEPAY,usa,6,1.0,2018-02-01,424,111,,,true
SAGEPAY,usa,6,,2018-02-01,308,1447,78,66,false
SAGEPAY,ind,1,1.0,2018-02-01,34,61,35,,true
SAGEPAY,rou,1,1.0,2018-05-01,993,552,,,true
SAGEPAY,ind,1,1.0,2018-05-01,984,111,,,false
SAGEPAY,gbr,1,1.0,2018-05-01,939,266,,2,true
PAYPAL,usa,1,1.0,2018-05-01,887,621,,,true
PAYPAL,kor,12,,2018-05-01,876,409,,,true
SAGEPAY,mex,1,1.0,2018-05-01,857,105,,,true
SAGEPAY,rus,1,1.0,2018-05-01,737,23,,,false
SAGEPAY,usa,1,1.0,2018-05-01,711,281,22,32,false
PAYPAL,can,1,1.0,2018-05-01,573,461,,,true
PAYPAL,aus,1,1.0,2018-05-01,561,110,,,true
SAGEPAY,usa,1,1.0,2018-05-01,526,322,,,true
SAGEPAY,usa,6,1.0,2018-05-01,513,111,,,true
SAGEPAY,usa,6,,2018-05-01,397,1652,47,,false
SAGEPAY,ind,1,1.0,2018-05-01,123,61,,,true
SAGEPAY,rou,1,1.0,2018-06-01,1024,552,,,true
SAGEPAY,ind,1,1.0,2018-06-01,1015,111,,,false
SAGEPAY,gbr,1,1.0,2018-06-01,970,268,2,,true
PAYPAL,usa,1,1.0,2018-06-01,918,621,,,true
PAYPAL,kor,12,,2018-06-01,907,409,,,true
SAGEPAY,mex,1,1.0,2018-06-01,888,105,,,true
SAGEPAY,rus,1,1.0,2018-06-01,768,23,,,false
SAGEPAY,usa,1,1.0,2018-06-01,742,316,32,,false
PAYPAL,can,1,1.0,2018-06-01,604,461,,,true
PAYPAL,aus,1,1.0,2018-06-01,592,110,,,true
SAGEPAY,usa,1,1.0,2018-06-01,557,322,,,true
SAGEPAY,usa,6,1.0,2018-06-01,544,111,,,true
SAGEPAY,usa,6,,2018-06-01,428,1652,,16,false
SAGEPAY,ind,1,1.0,2018-06-01,154,61,,,true
SAGEPAY,rou,1,1.0,2018-04-01,963,552,,,true
SAGEPAY,ind,1,1.0,2018-04-01,954,111,,,false
SAGEPAY,gbr,1,1.0,2018-04-01,909,266,,,true
PAYPAL,usa,1,1.0,2018-04-01,857,621,,,true
PAYPAL,kor,12,,2018-04-01,846,409,,,true
SAGEPAY,mex,1,1.0,2018-04-01,827,105,,,true
SAGEPAY,rus,1,1.0,2018-04-01,707,23,,,false
SAGEPAY,usa,1,1.0,2018-04-01,681,262,1,22,false
PAYPAL,can,1,1.0,2018-04-01,543,461,,,true
PAYPAL,aus,1,1.0,2018-04-01,531,110,,,true
SAGEPAY,usa,1,1.0,2018-04-01,496,322,,,true
SAGEPAY,usa,6,1.0,2018-04-01,483,111,,,true
SAGEPAY,usa,6,,2018-04-01,367,1586,82,47,false
SAGEPAY,ind,1,1.0,2018-04-01,93,61,,,true
SAGEPAY,usa,12,1.0,2018-06-01,1024,657,,,false
SAGEPAY,usa,1,1.0,2018-06-01,1015,510,,36,true
SAGEPAY,usa,1,1.0,2018-06-01,1002,180,,,true
SAGEPAY,usa,1,1.0,2018-06-01,931,16,,,false
PAYPAL,gbr,1,1.0,2018-06-01,927,20,,,true
SAGEPAY,pol,1,,2018-06-01,889,258,,,true
PAYPAL,usa,1,1.0,2018-06-01,730,692,,,true
SAGEPAY,ind,1,,2018-06-01,579,14,,,false
SAGEPAY,usa,12,1.0,2018-06-01,525,154,,,false
SAGEPAY,usa,6,,2018-06-01,487,29,4,,false
SAGEPAY,aus,12,1.0,2018-06-01,364,572,56,,false
SAGEPAY,lva,1,,2018-06-01,335,140,,,false
SAGEPAY,usa,6,,2018-06-01,143,113,4,,false
SAGEPAY,ind,1,,2018-06-01,35,179,35,344,true
SAGEPAY,pol,1,1.0,2018-03-01,951,88,,,false
