userId,courseId,proportionWatched
496,4,0.35
497,4,0.04
498,4,0.4
499,4,0.44
500,4,0.35
501,4,0.5
502,4,0.64
503,4,0.4
504,4,0.56
505,4,0.04
506,4,0.53
507,4,0.3
508,4,0.4
509,4,0.51
511,4,0.65
512,4,0.48
513,4,0.31
514,4,0.38
515,4,0.64
516,4,0.5
517,4,0.64
518,4,0.37
519,4,0.5
520,4,0.3
521,4,0.15
522,4,0.35
525,4,0.27
526,4,0.32
527,4,0.28
529,4,0.21
531,4,0.01
532,4,0.32
534,4,0.44
535,4,0.31
536,4,0.55
537,4,0.47
538,4,0.59
539,4,0.36
540,4,0.69
541,4,0.67
542,4,0.63
543,4,0.11
544,4,0.03
545,4,0.43
547,4,0.46
548,4,0.1
549,4,0.13
550,4,0.66
551,4,0.29
552,4,0.3
553,4,0.26
554,4,0.67
555,4,0.61
556,4,0.24
557,4,0.31
558,4,0.44
559,4,0.45
561,4,0.4
562,4,0.31
563,4,0.17
564,4,0.3
565,4,0.36
566,4,0.02
567,4,0.36
568,4,0.68
569,4,0.33
570,4,0.25
571,4,0.52
572,4,0.09
573,4,0.01
574,4,0.09
576,4,0.37
577,4,0.5
578,4,0.52
579,4,0.65
580,4,0.52
581,4,0.07
583,4,0.52
584,4,0.69
588,4,0.03
589,4,0.49
590,4,0.47
591,4,0.64
592,4,0.48
593,4,0.26
594,4,0.33
596,4,0.11
597,4,0.61
598,4,0.14
599,4,0.32
600,4,0.27
6,5,1
7,5,0.19
9,5,0.29
10,5,0.34
11,5,0.69
12,5,0.07
13,5,1
14,5,0.28
16,5,0.17
17,5,1
20,5,0.22
21,5,0.04
22,5,0.05
24,5,0.71
28,5,0.08
30,5,1
31,5,0.03
35,5,0.27
39,5,1
44,5,1
47,5,0.89
48,5,0.16
49,5,0.12
51,5,0.06
54,5,0.29
58,5,0.27
67,5,0.31
68,5,1
71,5,0.09
72,5,0.45
73,5,0.21
79,5,0.16
82,5,0.29
88,5,0.2
90,5,0.15
91,5,0.3
93,5,0.13
95,5,0.27
100,5,0.15
102,5,0.43
105,5,0.33
107,5,0.21
108,5,0.41
110,5,0.82
113,5,0.18
114,5,1
115,5,0.2
117,5,0.17
125,5,0.09
126,5,0.01
128,5,0.44
130,5,1
131,5,0.21
132,5,0.07
135,5,0.12
137,5,0.3
139,5,1
143,5,0.68
145,5,0.06
150,5,0.4
155,5,0.4
157,5,0.49
159,5,0.89
160,5,1
161,5,1
163,5,0.38
168,5,0.46
172,5,0.07
173,5,0.83
175,5,0.35
179,5,0.33
182,5,0.46
183,5,1
184,5,0.64
190,5,0.07
192,5,1
193,5,1
195,5,1
196,5,0.01
197,5,0.16
201,5,0.11
203,5,0.78
204,5,0.26
205,5,0.16
206,5,1
213,5,0.57
214,5,1
217,5,0.06
219,5,0.43
220,5,0.03
225,5,1
229,5,1
231,5,1
233,5,0.09
235,5,1
238,5,0.24
242,5,0.14
251,5,0.65
255,5,0.06
256,5,0.26
258,5,0.04
261,5,0.44
267,5,1
271,5,0.16
273,5,0.48
274,5,0.38
275,5,1
276,5,0.11
277,5,0.45
279,5,0.45
281,5,1
288,5,0.35
289,5,0.94
290,5,1
295,5,0.06
297,5,0.46
300,5,0.4
301,5,0.21
308,5,0.96
309,5,0.46
311,5,0.12
312,5,0.86
313,5,0.09
314,5,0.36
315,5,0.74
318,5,1
319,5,0.48
327,5,0.98
328,5,0.22
329,5,0.33
334,5,1
336,5,1
337,5,1
338,5,1
341,5,0.03
342,5,1
343,5,1
347,5,0.45
349,5,0.02
352,5,0.28
360,5,0.31
361,5,0.5
368,5,0.81
369,5,1
370,5,0.89
371,5,0.34
372,5,0.87
373,5,0.05
375,5,1
376,5,1
379,5,1
380,5,0.22
382,5,0.15
383,5,0.15
388,5,1
392,5,0.11
399,5,0.04
400,5,1
404,5,0.06
405,5,0.08
406,5,0.25
409,5,0.19
410,5,0.03
412,5,0.14
413,5,0.32
414,5,0.18
415,5,0.36
417,5,0.42
421,5,1
423,5,0.15
424,5,0.69
425,5,0.89
427,5,0.99
428,5,0.05
432,5,0.15
434,5,1
436,5,0.39
437,5,0.44
440,5,1
441,5,1
442,5,0.41
446,5,0.29
447,5,0.28
448,5,0.16
450,5,1
454,5,0.42
456,5,1
457,5,0.12
462,5,0.59
463,5,1
465,5,0.39
467,5,0.09
468,5,0.06
471,5,0.48
473,5,0.1
480,5,0.44
481,5,0.41
482,5,0.46
483,5,0.08
484,5,0.25
493,5,0.51
494,5,0.3
496,5,0.09
499,5,0.87
501,5,0.45
502,5,0.17
506,5,0.34
507,5,0.05
512,5,0.49
513,5,1
516,5,0.06
518,5,0.18
519,5,0.09
523,5,0.02
528,5,0.1
530,5,0.13
533,5,0.61
535,5,0.04
536,5,0.35
538,5,0.18
541,5,0.22
542,5,0.12
544,5,0.07
545,5,0.42
546,5,1
547,5,0.09
552,5,0.28
553,5,0.88
555,5,0.37
558,5,0.66
565,5,0.15
568,5,0.44
571,5,0.11
577,5,0.59
578,5,0.03
579,5,0.03
580,5,0.06
583,5,0.37
584,5,0.22
585,5,0.34
586,5,0.9
587,5,0.5
589,5,0.37
590,5,0.39
594,5,0.17
597,5,0.09
599,5,1
600,5,1
2,6,0.16
4,6,0.09
6,6,0.01
7,6,0.12
10,6,0.7
11,6,0.66
13,6,0.33
17,6,0.8
20,6,0.17
24,6,0.41
30,6,0.38
31,6,0.74
35,6,0.01
39,6,0.36
44,6,0.64
47,6,0.92
51,6,0.04
58,6,0.14
61,6,0.14
65,6,0.14
68,6,0.08
69,6,0.04
71,6,0.2
74,6,0.29
76,6,0.03
77,6,0.14
87,6,0.16
88,6,0.3
90,6,0.07
102,6,0.07
105,6,0.36
107,6,0.2
108,6,0.07
109,6,0.2
110,6,0.96
114,6,0.58
122,6,0.06
125,6,0.34
130,6,0.78
133,6,0.07
139,6,0.96
140,6,0.15
141,6,0.17
143,6,0.78
146,6,0.03
150,6,0.02
156,6,0.15
159,6,0.63
160,6,0.56
161,6,0.9
162,6,0.09
168,6,0.06
169,6,0.29
173,6,0.99
175,6,0.15
179,6,0.14
182,6,0.05
183,6,0.72
184,6,0.67
190,6,0.26
192,6,0.2
193,6,0.79
195,6,0.84
196,6,0.1
200,6,0.09
203,6,0.86
204,6,0.19
205,6,0.87
206,6,0.96
213,6,0.12
214,6,0.45
215,6,0.31
217,6,0.1
220,6,0.31
223,6,0.1
225,6,0.45
229,6,0.02
231,6,0.65
235,6,0.93
236,6,0.07
242,6,0.66
249,6,0.2
250,6,0.35
251,6,0.91
256,6,0.28
258,6,0.35
261,6,0.27
262,6,0.11
267,6,0.91
271,6,0.19
273,6,0.24
275,6,0.19
279,6,0.08
281,6,0.76
282,6,0.03
283,6,0.21
285,6,0.34
289,6,0.94
290,6,0.4
300,6,0.58
301,6,0.66
303,6,0.31
305,6,0.05
308,6,0.28
311,6,0.07
312,6,0.12
313,6,0.17
314,6,0.32
315,6,0.75
318,6,0.43
319,6,0.28
327,6,0.16
334,6,0.97
336,6,0.5
337,6,0.67
338,6,0.19
342,6,0.76
343,6,0.57
347,6,0.11
349,6,0.63
350,6,0.33
352,6,0.09
353,6,0.25
356,6,0.17
360,6,0.55
361,6,0.28
368,6,0.86
369,6,0.57
370,6,0.45
371,6,0.26
372,6,0.07
375,6,0.33
376,6,0.16
377,6,0.16
379,6,0.75
380,6,0.08
383,6,0.08
388,6,0.77
391,6,0.02
392,6,0.28
398,6,0.06
400,6,0.11
402,6,0.05
403,6,0.26
405,6,0.08
407,6,0.01
409,6,0.02
410,6,0.04
412,6,0.88
414,6,0.05
417,6,0.01
419,6,0.02
421,6,0.09
423,6,0.04
424,6,0.99
425,6,0.53
426,6,0.17
427,6,0.51
432,6,0.27
433,6,0.16
434,6,0.76
436,6,0.18
437,6,0.35
439,6,0.13
440,6,0.35
441,6,0.97
444,6,0.21
445,6,0.23
447,6,0.81
450,6,0.73
452,6,0.17
455,6,0.1
456,6,0.25
457,6,0.11
462,6,0.82
463,6,0.01
465,6,0.46
467,6,0.01
468,6,0.17
471,6,0.19
472,6,0.33
473,6,0.97
475,6,0.14
476,6,0.28
480,6,0.01
482,6,0.1
491,6,0.07
493,6,0.7
495,6,0.2
496,6,0.26
499,6,0.38
503,6,0.2
504,6,0.1
505,6,0.05
507,6,0.08
510,6,0.05
513,6,0.13
514,6,0.2
515,6,0.34
523,6,0.66
533,6,0.52
534,6,0.14
535,6,0.14
538,6,0.23
539,6,0.06
542,6,0.01
544,6,0.31
545,6,0.08
546,6,0.38
547,6,0.05
550,6,0.06
553,6,0.68
558,6,0.97
559,6,0.25
568,6,0.34
570,6,0.33
577,6,0.38
579,6,0.13
583,6,0.06
585,6,0.58
586,6,0.46
587,6,0.6
589,6,0.84
590,6,0.83
599,6,0.97
600,6,0.58
1,7,0.15
3,7,0.21
6,7,0.41
8,7,0.12
10,7,0.06
11,7,0.49
13,7,0.24
17,7,0.43
18,7,0.04
22,7,0.07
24,7,0.34
26,7,0.03
27,7,0.08
28,7,0.09
30,7,0.31
31,7,0.17
32,7,0.07
37,7,0.13
38,7,0.1
40,7,0.05
44,7,0.47
45,7,0.17
46,7,0.1
47,7,0.49
48,7,0.01
52,7,0.06
54,7,0.07
56,7,0.06
59,7,0.1
62,7,0.08
66,7,0.04
68,7,0.39
69,7,0.23
70,7,0.1
74,7,0.2
75,7,0.14
78,7,0.23
81,7,0.12
82,7,0.07
85,7,0.03
88,7,0.07
90,7,0.42
92,7,0.13
93,7,0.04
96,7,0.09
97,7,0.23
99,7,0.14
101,7,0.23
102,7,0.23
103,7,0.04
104,7,0.16
105,7,0.48
108,7,0.29
110,7,0.33
111,7,0.22
112,7,0.04
114,7,0.08
116,7,0.02
118,7,0.25
119,7,0.19
120,7,0.05
123,7,0.24
124,7,0.12
127,7,0.24
128,7,0.15
129,7,0.01
130,7,0.12
132,7,0.1
133,7,0.02
134,7,0.02
135,7,0.06
138,7,0.06
139,7,0.03
143,7,0.12
144,7,0.22
145,7,0.21
147,7,0.15
148,7,0.14
150,7,0.03
151,7,0.24
153,7,0.1
154,7,0.17
155,7,0.09
156,7,0.12
158,7,0.02
159,7,0.19
160,7,0.43
161,7,0.02
162,7,0.13
164,7,0.2
173,7,0.07
174,7,0.12
175,7,0.16
179,7,0.25
180,7,0.11
181,7,0.01
182,7,0.35
183,7,0.06
184,7,0.3
186,7,0.08
188,7,0.12
189,7,0.11
190,7,0.25
191,7,0.06
192,7,0.05
193,7,0.22
194,7,0.25
195,7,0.46
197,7,0.23
199,7,0.22
203,7,0.23
205,7,0.47
206,7,0.37
207,7,0.23
208,7,0.16
209,7,0.11
213,7,0.05
214,7,0.35
215,7,0.18
216,7,0.07
219,7,0.09
220,7,0.16
221,7,0.09
224,7,0.06
225,7,0.05
228,7,0.01
229,7,0.28
230,7,0.16
231,7,0.21
232,7,0.1
234,7,0.18
235,7,0.09
237,7,0.05
242,7,0.48
243,7,0.25
244,7,0.14
247,7,0.23
249,7,0.11
251,7,0.23
252,7,0.16
255,7,0.05
256,7,0.2
257,7,0.09
258,7,0.34
259,7,0.2
261,7,0.15
262,7,0.23
263,7,0.04
265,7,0.16
267,7,0.16
269,7,0.18
270,7,0.05
272,7,0.17
273,7,0.14
274,7,0.04
275,7,0.24
277,7,0.05
279,7,0.43
280,7,0.15
281,7,0.5
283,7,0.14
286,7,0.14
287,7,0.2
289,7,0.29
290,7,0.49
291,7,0.19
295,7,0.17
296,7,0.05
297,7,0.06
298,7,0.07
299,7,0.13
300,7,0.06
301,7,0.29
302,7,0.01
303,7,0.16
304,7,0.14
305,7,0.02
306,7,0.1
308,7,0.13
309,7,0.19
312,7,0.27
315,7,0.14
316,7,0.15
318,7,0.12
319,7,0.15
320,7,0.1
324,7,0.01
326,7,0.06
327,7,0.15
328,7,0.09
332,7,0.16
333,7,0.11
334,7,0.4
336,7,0.5
337,7,0.19
338,7,0.33
339,7,0.04
342,7,0.47
343,7,0.25
347,7,0.16
349,7,0.1
350,7,0.09
352,7,0.2
353,7,0.07
354,7,0.06
356,7,0.25
357,7,0.16
358,7,0.18
360,7,0.4
362,7,0.18
363,7,0.15
364,7,0.03
365,7,0.19
367,7,0.06
368,7,0.21
369,7,0.3
370,7,0.25
371,7,0.24
372,7,0.24
375,7,0.06
376,7,0.2
378,7,0.16
379,7,0.35
380,7,0.19
381,7,0.05
387,7,0.13
388,7,0.12
389,7,0.21
390,7,0.12
391,7,0.15
392,7,0.38
394,7,0.16
395,7,0.06
398,7,0.12
399,7,0.25
400,7,0.39
401,7,0.17
402,7,0.03
403,7,0.13
404,7,0.14
406,7,0.01
408,7,0.11
411,7,0.18
412,7,0.3
415,7,0.17
417,7,0.13
418,7,0.18
419,7,0.18
420,7,0.12
421,7,0.28
422,7,0.02
423,7,0.18
424,7,0.18
425,7,0.1
427,7,0.14
432,7,0.45
434,7,0.39
435,7,0.12
436,7,0.13
437,7,0.04
438,7,0.07
439,7,0.02
440,7,0.32
441,7,0.43
444,7,0.09
445,7,0.19
447,7,0.19
449,7,0.24
450,7,0.5
451,7,0.06
452,7,0.03
453,7,0.03
456,7,0.09
459,7,0.02
462,7,0.04
463,7,0.5
465,7,0.15
466,7,0.17
467,7,0.24
470,7,0.03
471,7,0.33
472,7,0.06
473,7,0.22
475,7,0.04
479,7,0.16
481,7,0.18
483,7,0.1
485,7,0.22
488,7,0.17
489,7,0.24
490,7,0.23
491,7,0.01
493,7,0.2
498,7,0.11
499,7,0.3
500,7,0.08
501,7,0.02
506,7,0.02
507,7,0.24
511,7,0.22
512,7,0.03
513,7,0.47
517,7,0.1
518,7,0.23
520,7,0.12
521,7,0.15
522,7,0.03
523,7,0.13
525,7,0.22
526,7,0.09
527,7,0.22
529,7,0.05
531,7,0.05
533,7,0.11
535,7,0.05
538,7,0.01
542,7,0.17
543,7,0.11
545,7,0.21
546,7,0.23
548,7,0.22
549,7,0.01
551,7,0.2
552,7,0.25
553,7,0.24
556,7,0.08
558,7,0.21
559,7,0.16
561,7,0.13
562,7,0.24
564,7,0.03
565,7,0.24
566,7,0.19
567,7,0.06
569,7,0.09
570,7,0.18
573,7,0.2
574,7,0.02
576,7,0.13
577,7,0.18
580,7,0.14
581,7,0.06
583,7,0.22
585,7,0.09
586,7,0.32
587,7,0.09
588,7,0.2
589,7,0.48
590,7,0.35
593,7,0.24
594,7,0.24
596,7,0.1
597,7,0.04
598,7,0.01
599,7,0.48
600,7,0.25
1,8,0.18
2,8,0.25
3,8,1
5,8,0.73
7,8,0.32
9,8,1
10,8,0.2
12,8,0.11
14,8,0.41
16,8,0.86
17,8,0.13
19,8,0.22
20,8,0.4
21,8,0.16
22,8,1
24,8,0.08
25,8,0.93
28,8,1
29,8,0.63
31,8,0.23
32,8,1
34,8,1
35,8,0.19
37,8,1
39,8,0.3
40,8,1
41,8,0.26
42,8,0.55
47,8,0.3
48,8,1
49,8,0.23
50,8,0.1
51,8,0.17
54,8,1
55,8,0.92
61,8,0.08
63,8,0.13
65,8,0.2
66,8,0.82
67,8,0.35
69,8,0.53
72,8,0.22
73,8,0.25
74,8,1
75,8,0.03
76,8,0.15
77,8,0.06
80,8,0.29
82,8,1
83,8,0.06
85,8,1
86,8,0.48
87,8,0.13
88,8,1
90,8,0.13
91,8,0.94
93,8,1
94,8,0.22
95,8,0.15
96,8,1
98,8,0.85
101,8,0.11
102,8,0.26
104,8,0.1
105,8,0.19
106,8,0.19
107,8,0.42
108,8,0.28
110,8,0.06
111,8,0.51
112,8,0.76
113,8,0.47
114,8,0.18
115,8,0.06
117,8,0.17
122,8,0.98
125,8,0.1
126,8,0.86
127,8,1
128,8,0.7
129,8,1
131,8,0.99
132,8,1
133,8,1
135,8,0.57
136,8,0.02
137,8,0.78
138,8,1
140,8,0.39
141,8,0.14
142,8,0.24
145,8,1
146,8,0.16
147,8,0.13
149,8,0.08
150,8,1
151,8,1
152,8,0.33
155,8,0.7
156,8,1
157,8,0.53
158,8,0.02
159,8,0.02
161,8,0.26
162,8,1
163,8,0.1
167,8,0.26
168,8,0.05
169,8,0.8
170,8,0.01
171,8,0.09
172,8,0.53
173,8,0.08
175,8,1
177,8,0.08
178,8,0.09
179,8,1
181,8,0.16
182,8,0.26
183,8,0.11
185,8,0.03
186,8,1
188,8,0.13
190,8,1
191,8,0.16
192,8,0.14
194,8,0.96
195,8,0.13
196,8,0.76
197,8,1
200,8,0.85
201,8,0.78
202,8,0.06
203,8,0.02
204,8,0.47
206,8,0.08
207,8,1
208,8,1
209,8,1
210,8,0.29
211,8,0.14
212,8,0.13
213,8,0.01
215,8,1
217,8,0.22
219,8,1
220,8,1
221,8,0.18
223,8,0.17
225,8,0.2
226,8,1
230,8,0.17
232,8,1
233,8,0.69
235,8,0.26
239,8,0.66
241,8,0.1
245,8,0.27
246,8,0.26
248,8,0.17
249,8,1
250,8,0.55
251,8,0.17
252,8,0.78
253,8,0.04
254,8,0.08
255,8,0.57
256,8,0.65
257,8,1
258,8,0.27
260,8,0.29
261,8,1
262,8,1
263,8,0.11
265,8,0.01
266,8,0.02
268,8,0.29
273,8,1
274,8,1
275,8,0.16
276,8,0.31
277,8,1
278,8,0.23
279,8,0.17
280,8,0.19
282,8,0.29
283,8,1
284,8,0.02
285,8,0.01
287,8,0.16
288,8,0.75
289,8,0.12
290,8,0.29
293,8,0.57
295,8,1
297,8,0.72
300,8,0.01
301,8,0.3
302,8,1
303,8,0.68
305,8,1
306,8,0.17
307,8,0.01
308,8,0.04
309,8,0.82
310,8,0.53
312,8,0.15
314,8,0.36
317,8,0.26
318,8,0.11
319,8,1
320,8,1
321,8,0.1
322,8,0.22
325,8,0.02
327,8,0.05
328,8,1
330,8,0.31
331,8,0.03
332,8,0.25
333,8,0.28
334,8,0.05
335,8,0.01
336,8,0.1
338,8,0.01
341,8,0.56
342,8,0.07
343,8,0.21
345,8,0.25
346,8,0.21
347,8,0.65
348,8,0.14
350,8,1
351,8,0.18
352,8,0.56
353,8,1
354,8,1
356,8,0.98
358,8,1
360,8,0.06
361,8,0.51
363,8,0.25
364,8,1
368,8,0.24
369,8,0.05
370,8,0.23
371,8,0.55
372,8,0.06
373,8,0.14
375,8,0.23
377,8,0.29
378,8,0.03
379,8,0.17
382,8,0.28
383,8,0.03
384,8,0.72
385,8,0.66
386,8,0.44
388,8,0.2
390,8,0.13
391,8,0.79
392,8,0.29
393,8,0.91
396,8,0.83
397,8,1
398,8,1
399,8,1
401,8,1
402,8,1
403,8,1
404,8,1
405,8,0.1
406,8,1
409,8,0.07
410,8,0.1
413,8,0.94
415,8,1
417,8,1
418,8,0.2
419,8,1
420,8,1
421,8,0.16
422,8,0.17
423,8,0.82
424,8,0.25
426,8,0.1
428,8,0.52
431,8,0.36
432,8,0.16
433,8,0.92
434,8,0.23
436,8,0.85
437,8,1
439,8,0.59
440,8,0.05
441,8,0.01
442,8,0.93
444,8,1
445,8,1
446,8,0.03
448,8,0.74
451,8,0.04
452,8,1
454,8,0.82
455,8,0.48
457,8,0.32
458,8,0.01
459,8,1
460,8,0.3
461,8,0.65
462,8,0.04
463,8,0.27
465,8,0.18
466,8,0.91
467,8,0.25
468,8,0.99
469,8,0.25
471,8,0.19
472,8,0.61
474,8,0.06
475,8,1
476,8,0.34
478,8,0.25
480,8,0.25
481,8,1
482,8,0.85
483,8,1
484,8,0.14
487,8,0.16
488,8,0.13
491,8,0.61
492,8,0.24
493,8,0.03
494,8,0.13
495,8,1
496,8,0.39
497,8,0.25
499,8,0.03
501,8,1
502,8,0.96
503,8,0.93
504,8,0.37
505,8,0.18
506,8,1
507,8,1
508,8,0.26
509,8,0.75
510,8,0.3
511,8,0.72
512,8,1
513,8,0.22
514,8,0.58
515,8,0.96
516,8,0.05
517,8,1
518,8,1
519,8,0.96
522,8,1
524,8,0.05
525,8,0.81
527,8,0.04
528,8,0.2
533,8,0.16
535,8,0.7
536,8,0.07
537,8,0.35
538,8,1
539,8,0.58
540,8,0.04
541,8,0.71
542,8,0.13
544,8,0.06
547,8,0.95
548,8,0.1
550,8,0.67
551,8,0.99
552,8,0.51
553,8,0.09
554,8,0.33
555,8,0.32
557,8,0.07
559,8,0.55
560,8,0.27
562,8,0.29
563,8,0.26
564,8,1
565,8,1
568,8,0.18
569,8,1
570,8,1
571,8,0.62
572,8,0.19
575,8,0.25
578,8,0.56
579,8,0.77
580,8,0.64
581,8,0.12
582,8,0.11
583,8,0.89
584,8,0.46
587,8,0.13
589,8,0.21
591,8,0.43
592,8,0.23
593,8,1
594,8,1
597,8,0.85
2,9,0.74
3,9,1
5,9,1
7,9,0.62
9,9,1
14,9,0.36
16,9,0.58
19,9,0.49
20,9,0.3
21,9,0.44
22,9,1
25,9,0.87
28,9,1
29,9,0.84
32,9,1
34,9,0.88
35,9,0.7
37,9,1
40,9,1
42,9,0.39
48,9,1
49,9,0.5
54,9,1
55,9,0.37
58,9,0.98
61,9,0.43
65,9,0.39
66,9,0.91
67,9,0.87
69,9,0.8
72,9,1
73,9,0.55
74,9,1
76,9,1
82,9,1
85,9,1
86,9,0.84
87,9,1
88,9,1
91,9,0.73
93,9,1
96,9,1
98,9,0.53
107,9,1
111,9,1
112,9,0.94
113,9,0.75
117,9,0.36
122,9,0.91
125,9,0.98
126,9,0.85
127,9,1
128,9,1
129,9,1
131,9,0.57
132,9,1
133,9,0.75
135,9,1
137,9,0.7
138,9,1
140,9,0.68
145,9,1
146,9,0.62
150,9,1
151,9,1
152,9,0.64
155,9,1
156,9,1
157,9,1
162,9,0.85
163,9,1
167,9,0.91
168,9,0.86
169,9,0.65
172,9,1
175,9,1
178,9,0.55
179,9,0.91
186,9,1
190,9,0.82
194,9,0.93
196,9,1
197,9,1
200,9,0.8
201,9,1
204,9,1
207,9,1
208,9,1
209,9,1
215,9,0.92
217,9,0.8
219,9,1
220,9,1
226,9,0.9
232,9,1
233,9,0.85
239,9,0.74
245,9,0.55
249,9,1
250,9,1
252,9,1
253,9,0.84
255,9,1
256,9,1
257,9,1
261,9,1
262,9,1
266,9,0.55
273,9,1
274,9,0.75
276,9,1
277,9,1
278,9,1
282,9,1
283,9,1
285,9,0.25
288,9,0.33
293,9,1
295,9,0.79
297,9,1
302,9,1
303,9,0.83
305,9,1
307,9,0.79
309,9,0.75
310,9,0.46
314,9,0.37
319,9,1
320,9,1
328,9,1
329,9,0.48
330,9,0.25
331,9,0.42
335,9,0.77
341,9,1
347,9,1
350,9,0.82
352,9,1
353,9,0.77
354,9,1
356,9,1
358,9,1
361,9,0.45
364,9,1
371,9,1
384,9,0.32
385,9,0.8
386,9,1
391,9,1
393,9,0.6
396,9,1
397,9,1
398,9,0.79
399,9,0.91
401,9,1
402,9,1
403,9,1
404,9,1
406,9,0.98
409,9,0.69
413,9,0.82
415,9,1
417,9,0.77
419,9,1
420,9,1
423,9,1
428,9,0.85
431,9,1
433,9,0.45
436,9,1
437,9,1
439,9,1
442,9,0.86
444,9,1
445,9,1
448,9,1
452,9,1
454,9,0.58
455,9,0.85
457,9,0.7
459,9,1
461,9,0.28
466,9,1
468,9,0.27
472,9,1
475,9,1
476,9,0.55
480,9,0.84
481,9,0.8
482,9,0.55
483,9,1
487,9,0.94
491,9,1
495,9,0.91
496,9,0.53
501,9,0.81
502,9,0.64
503,9,0.77
504,9,0.55
506,9,1
507,9,0.91
508,9,0.52
509,9,0.6
511,9,0.92
512,9,0.83
514,9,0.62
515,9,1
517,9,1
518,9,1
519,9,0.46
522,9,1
525,9,0.99
535,9,1
536,9,0.4
537,9,0.88
538,9,1
539,9,0.93
540,9,0.55
541,9,0.66
547,9,0.64
550,9,0.55
551,9,1
552,9,1
554,9,0.97
555,9,1
559,9,1
564,9,1
565,9,1
568,9,0.26
569,9,1
570,9,1
571,9,0.83
578,9,0.99
579,9,1
580,9,0.77
583,9,1
584,9,0.96
591,9,0.62
593,9,0.94
594,9,0.99
597,9,0.85
2,10,0.82
3,10,1
5,10,1
7,10,1
9,10,1
14,10,1
16,10,1
19,10,1
20,10,1
21,10,0.83
22,10,0.62
25,10,1
28,10,0.93
29,10,1
32,10,1
34,10,1
35,10,1
37,10,1
40,10,1
42,10,1
48,10,0.88
49,10,1
54,10,1
55,10,1
58,10,1
61,10,1
65,10,1
66,10,0.54
67,10,0.9
69,10,0.56
72,10,1
73,10,1
74,10,1
76,10,0.86
82,10,0.93
85,10,0.66
86,10,1
87,10,1
88,10,1
91,10,1
93,10,1
96,10,1
98,10,0.98
107,10,0.93
111,10,1
112,10,0.71
113,10,1
117,10,0.89
122,10,0.85
125,10,0.94
126,10,1
127,10,1
128,10,1
129,10,0.8
131,10,1
132,10,1
133,10,0.59
135,10,0.84
137,10,1
138,10,0.74
140,10,1
145,10,0.85
146,10,1
150,10,0.79
151,10,1
152,10,1
155,10,1
156,10,1
157,10,1
162,10,1
163,10,1
167,10,1
168,10,1
169,10,1
172,10,0.95
175,10,0.86
178,10,1
179,10,0.96
186,10,0.89
190,10,1
194,10,0.71
196,10,1
197,10,1
200,10,1
201,10,1
204,10,1
207,10,0.58
208,10,0.69
209,10,1
215,10,1
217,10,1
219,10,1
220,10,0.62
226,10,1
232,10,0.5
233,10,1
239,10,1
245,10,1
249,10,1
250,10,0.95
252,10,1
253,10,1
255,10,1
256,10,0.85
257,10,1
261,10,1
262,10,1
266,10,0.93
273,10,1
274,10,0.69
276,10,1
277,10,1
278,10,1
282,10,1
283,10,0.85
285,10,1
288,10,1
293,10,0.75
295,10,1
297,10,0.94
302,10,1
303,10,0.51
305,10,0.56
307,10,1
309,10,0.98
310,10,1
314,10,0.89
319,10,1
320,10,1
328,10,1
329,10,0.84
330,10,0.78
331,10,1
335,10,1
341,10,1
347,10,0.67
350,10,1
352,10,0.68
353,10,1
354,10,0.62
356,10,0.54
358,10,0.67
361,10,0.9
364,10,0.78
371,10,0.5
384,10,1
385,10,1
386,10,1
391,10,1
393,10,1
396,10,1
397,10,0.94
398,10,0.53
399,10,1
401,10,0.67
402,10,0.99
403,10,0.71
404,10,1
406,10,1
409,10,1
413,10,1
415,10,0.86
417,10,1
419,10,1
420,10,1
423,10,1
428,10,0.82
431,10,1
433,10,1
436,10,1
437,10,1
439,10,1
442,10,1
444,10,0.67
445,10,0.68
448,10,0.98
452,10,0.67
454,10,1
455,10,0.93
457,10,1
459,10,0.52
461,10,1
466,10,1
468,10,0.89
472,10,0.64
475,10,0.92
476,10,1
480,10,1
481,10,1
482,10,1
483,10,0.75
487,10,1
491,10,1
495,10,1
496,10,0.94
501,10,0.89
502,10,1
503,10,1
504,10,1
506,10,0.98
507,10,0.55
508,10,1
509,10,0.97
511,10,0.95
512,10,1
514,10,1
515,10,0.94
517,10,1
518,10,1
519,10,1
522,10,1
525,10,1
535,10,1
536,10,1
537,10,1
538,10,0.88
539,10,1
540,10,1
541,10,1
547,10,1
550,10,1
551,10,0.79
552,10,0.6
554,10,1
555,10,1
559,10,1
564,10,0.81
565,10,0.91
568,10,0.87
569,10,0.61
570,10,0.89
571,10,1
578,10,1
579,10,1
580,10,0.86
583,10,0.59
584,10,0.79
591,10,1
593,10,1
594,10,1
597,10,1
2,11,0.92
3,11,0.97
5,11,0.99
7,11,1
9,11,0.83
14,11,0.85
16,11,0.51
19,11,0.55
20,11,0.81
21,11,1
22,11,0.79
25,11,1
28,11,0.97
29,11,1
32,11,1
34,11,1
35,11,1
37,11,0.96
40,11,1
42,11,0.84
48,11,1
49,11,0.94
54,11,0.81
55,11,0.9
58,11,1
61,11,1
65,11,0.6
66,11,0.92
67,11,0.76
69,11,1
72,11,1
73,11,0.85
74,11,1
76,11,1
82,11,1
85,11,0.82
86,11,1
87,11,1
88,11,0.92
91,11,0.76
93,11,1
96,11,1
98,11,1
107,11,1
111,11,0.84
112,11,0.89
113,11,1
