payment_method_type,country,rebill_period_in_months,firstSub,observation_date,age,all_time_views,last_month_views,next_month_views,is_cancelled
PAYPAL,usa,1,,2018-05-01,662,65,,,true
SAGEPAY,ind,1,1.0,2018-05-01,587,240,,,true
PAYPAL,usa,1,,2018-05-01,281,182,,,true
SAGEPAY,usa,6,1.0,2018-05-01,1010,643,9,,false
SAGEPAY,deu,1,1.0,2018-05-01,1007,19,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,949,32,,,true
PAYPAL,kor,1,1.0,2018-05-01,934,409,,,true
PAYPAL,esp,1,,2018-05-01,769,175,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,701,10,,,true
PAYPAL,usa,1,1.0,2018-05-01,628,,,,true
SAGEPAY,usa,1,1.0,2018-05-01,583,253,,,true
SAGEPAY,usa,1,,2018-05-01,560,923,,,true
SAGEPAY,gbr,6,,2018-05-01,329,123,,,false
PAYPAL,usa,6,,2018-05-01,137,285,26,,false
PAYPAL,usa,1,1.0,2018-05-01,83,109,20,7,true
SAGEPAY,gbr,1,1.0,2018-02-01,896,11,,,true
SAGEPAY,usa,1,1.0,2018-02-01,894,54,,,true
SAGEPAY,usa,1,1.0,2018-02-01,888,364,,,false
SAGEPAY,usa,1,,2018-02-01,817,408,,,false
SAGEPAY,usa,1,1.0,2018-02-01,793,20,,,true
SAGEPAY,aus,1,1.0,2018-02-01,688,392,,,false
SAGEPAY,ind,1,,2018-02-01,687,174,7,1,false
SAGEPAY,swe,1,1.0,2018-02-01,654,98,,,true
SAGEPAY,ind,1,1.0,2018-02-01,611,10,,,true
PAYPAL,usa,1,,2018-02-01,574,65,,,true
SAGEPAY,ind,1,1.0,2018-02-01,498,240,,,true
PAYPAL,usa,1,,2018-02-01,192,182,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,955,11,,,true
SAGEPAY,usa,1,1.0,2018-04-01,953,54,,,true
SAGEPAY,usa,1,1.0,2018-04-01,947,364,,,false
SAGEPAY,usa,1,,2018-04-01,876,412,4,,false
SAGEPAY,usa,1,1.0,2018-04-01,852,20,,,true
SAGEPAY,aus,1,1.0,2018-04-01,747,392,,,true
SAGEPAY,ind,1,,2018-04-01,746,175,,20,false
SAGEPAY,swe,1,1.0,2018-04-01,713,98,,,true
SAGEPAY,ind,1,1.0,2018-04-01,670,10,,,true
PAYPAL,usa,1,,2018-04-01,632,65,,,true
SAGEPAY,ind,1,1.0,2018-04-01,557,240,,,true
PAYPAL,usa,1,,2018-04-01,251,182,,,true
SAGEPAY,usa,1,1.0,2018-02-01,869,1,,,true
SAGEPAY,can,1,1.0,2018-02-01,742,76,,,true
SAGEPAY,usa,1,,2018-02-01,734,621,,,true
SAGEPAY,ind,1,1.0,2018-02-01,702,206,,,true
SAGEPAY,can,1,1.0,2018-02-01,687,28,,,false
SAGEPAY,usa,1,1.0,2018-02-01,674,67,,,true
PAYPAL,usa,1,1.0,2018-02-01,602,35,,,true
PAYPAL,pol,1,1.0,2018-02-01,600,69,,,true
PAYPAL,can,1,1.0,2018-02-01,590,131,,,false
PAYPAL,usa,1,,2018-02-01,394,72,,,true
SAGEPAY,hkg,6,1.0,2018-02-01,147,60,11,,false
SAGEPAY,can,6,1.0,2018-02-01,91,8,1,,false
SAGEPAY,nzl,1,1.0,2018-03-01,941,370,4,,true
SAGEPAY,usa,1,,2018-03-01,886,91,,,true
PAYPAL,usa,1,,2018-03-01,794,364,,,true
SAGEPAY,usa,1,,2018-03-01,770,43,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,743,48,,,true
OFFLINE,USA,1,1.0,2018-03-01,743,9,,,true
SAGEPAY,swe,1,1.0,2018-03-01,689,9,,,true
PAYPAL,egy,1,,2018-03-01,671,322,24,22,true
SAGEPAY,usa,1,1.0,2018-03-01,617,26,,,true
PAYPAL,usa,1,1.0,2018-03-01,576,99,,,true
SAGEPAY,usa,1,1.0,2018-03-01,497,27,,,false
SAGEPAY,usa,6,1.0,2018-03-01,363,110,23,2,false
SAGEPAY,gbr,1,1.0,2018-03-01,924,11,,,true
SAGEPAY,usa,1,1.0,2018-03-01,922,54,,,true
SAGEPAY,usa,1,1.0,2018-03-01,916,364,,,false
SAGEPAY,usa,1,,2018-03-01,845,408,,4,false
SAGEPAY,usa,1,1.0,2018-03-01,821,20,,,true
SAGEPAY,aus,1,1.0,2018-03-01,716,392,,,true
SAGEPAY,ind,1,,2018-03-01,715,175,1,,false
SAGEPAY,swe,1,1.0,2018-03-01,682,98,,,true
SAGEPAY,ind,1,1.0,2018-03-01,639,10,,,true
PAYPAL,usa,1,,2018-03-01,602,65,,,true
SAGEPAY,ind,1,1.0,2018-03-01,526,240,,,true
PAYPAL,usa,1,,2018-03-01,220,182,,,true
SAGEPAY,nzl,1,1.0,2018-04-01,972,370,,10,true
SAGEPAY,usa,1,,2018-04-01,917,91,,,true
PAYPAL,usa,1,,2018-04-01,825,364,,,true
SAGEPAY,usa,1,,2018-04-01,801,43,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,774,48,,,true
OFFLINE,USA,1,1.0,2018-04-01,773,9,,,true
SAGEPAY,swe,1,1.0,2018-04-01,720,9,,,true
PAYPAL,egy,1,,2018-04-01,702,344,22,10,true
SAGEPAY,usa,1,1.0,2018-04-01,648,26,,,true
PAYPAL,usa,1,1.0,2018-04-01,607,99,,,true
SAGEPAY,usa,1,1.0,2018-04-01,528,27,,,false
SAGEPAY,usa,6,1.0,2018-04-01,394,113,2,7,false
OFFLINE,deu,12,1.0,2018-05-01,949,,,,true
PAYPAL,che,1,,2018-05-01,915,67,,,true
SAGEPAY,deu,1,,2018-05-01,891,78,,,false
PAYPAL,aus,1,1.0,2018-05-01,860,159,,,true
SAGEPAY,usa,1,1.0,2018-05-01,821,133,2,,false
PAYPAL,aus,1,1.0,2018-05-01,773,360,,,true
SAGEPAY,ind,1,,2018-05-01,701,173,,,true
SAGEPAY,per,1,1.0,2018-05-01,613,232,,,true
PAYPAL,usa,1,1.0,2018-05-01,553,7,,,true
PAYPAL,usa,1,,2018-05-01,539,165,,,true
SAGEPAY,hun,1,1.0,2018-05-01,494,235,,,true
SAGEPAY,swe,6,1.0,2018-05-01,166,372,66,24,false
SAGEPAY,usa,1,1.0,2018-05-01,958,1,,,true
SAGEPAY,can,1,1.0,2018-05-01,831,76,,,true
SAGEPAY,usa,1,,2018-05-01,823,621,,,true
SAGEPAY,ind,1,1.0,2018-05-01,791,206,,,true
SAGEPAY,can,1,1.0,2018-05-01,776,28,,,false
SAGEPAY,usa,1,1.0,2018-05-01,763,67,,,true
PAYPAL,usa,1,1.0,2018-05-01,691,35,,,true
PAYPAL,pol,1,1.0,2018-05-01,689,69,,,true
PAYPAL,can,1,1.0,2018-05-01,678,131,,71,true
PAYPAL,usa,1,,2018-05-01,483,72,,,true
SAGEPAY,hkg,6,1.0,2018-05-01,236,66,,3,false
SAGEPAY,can,6,1.0,2018-05-01,180,8,,,false
OFFLINE,deu,12,1.0,2018-02-01,860,,,,true
PAYPAL,che,1,,2018-02-01,826,67,,,true
SAGEPAY,deu,1,,2018-02-01,802,74,,4,false
PAYPAL,aus,1,1.0,2018-02-01,771,147,,12,true
SAGEPAY,usa,1,1.0,2018-02-01,732,127,,3,false
PAYPAL,aus,1,1.0,2018-02-01,684,360,,,true
SAGEPAY,ind,1,,2018-02-01,612,173,,,true
SAGEPAY,per,1,1.0,2018-02-01,524,232,,,true
PAYPAL,usa,1,1.0,2018-02-01,464,7,,,true
PAYPAL,usa,1,,2018-02-01,450,165,,,true
SAGEPAY,hun,1,1.0,2018-02-01,405,235,,,true
SAGEPAY,swe,6,1.0,2018-02-01,77,83,,72,false
SAGEPAY,usa,1,1.0,2018-03-01,897,1,,,true
SAGEPAY,can,1,1.0,2018-03-01,770,76,,,true
SAGEPAY,usa,1,,2018-03-01,762,621,,,true
SAGEPAY,ind,1,1.0,2018-03-01,730,206,,,true
SAGEPAY,can,1,1.0,2018-03-01,715,28,,,false
SAGEPAY,usa,1,1.0,2018-03-01,702,67,,,true
PAYPAL,usa,1,1.0,2018-03-01,630,35,,,true
PAYPAL,pol,1,1.0,2018-03-01,628,69,,,true
PAYPAL,can,1,1.0,2018-03-01,618,131,,,false
PAYPAL,usa,1,,2018-03-01,422,72,,,true
SAGEPAY,hkg,6,1.0,2018-03-01,175,60,,6,false
SAGEPAY,can,6,1.0,2018-03-01,119,8,,,false
SAGEPAY,usa,1,1.0,2018-04-01,928,1,,,true
SAGEPAY,can,1,1.0,2018-04-01,801,76,,,true
SAGEPAY,usa,1,,2018-04-01,793,621,,,true
SAGEPAY,ind,1,1.0,2018-04-01,761,206,,,true
SAGEPAY,can,1,1.0,2018-04-01,746,28,,,false
SAGEPAY,usa,1,1.0,2018-04-01,733,67,,,true
PAYPAL,usa,1,1.0,2018-04-01,661,35,,,true
PAYPAL,pol,1,1.0,2018-04-01,659,69,,,true
PAYPAL,can,1,1.0,2018-04-01,648,131,,,true
PAYPAL,usa,1,,2018-04-01,453,72,,,true
SAGEPAY,hkg,6,1.0,2018-04-01,206,66,6,,false
SAGEPAY,can,6,1.0,2018-04-01,150,8,,,false
SAGEPAY,nzl,1,1.0,2018-05-01,1002,380,10,,true
SAGEPAY,usa,1,,2018-05-01,947,91,,,true
PAYPAL,usa,1,,2018-05-01,855,364,,,true
SAGEPAY,usa,1,,2018-05-01,831,43,,,true
SAGEPAY,gbr,1,1.0,2018-05-01,804,48,,,true
OFFLINE,USA,1,1.0,2018-05-01,803,9,,,true
SAGEPAY,swe,1,1.0,2018-05-01,750,9,,,true
PAYPAL,egy,1,,2018-05-01,732,354,10,,true
SAGEPAY,usa,1,1.0,2018-05-01,678,26,,,true
PAYPAL,usa,1,1.0,2018-05-01,637,99,,,true
SAGEPAY,usa,1,1.0,2018-05-01,558,27,,,false
SAGEPAY,usa,6,1.0,2018-05-01,424,120,7,,false
OFFLINE,deu,12,1.0,2018-06-01,980,,,,true
PAYPAL,che,1,,2018-06-01,946,67,,,true
SAGEPAY,deu,1,,2018-06-01,922,78,,,false
PAYPAL,aus,1,1.0,2018-06-01,891,159,,,true
SAGEPAY,usa,1,1.0,2018-06-01,852,135,,,true
PAYPAL,aus,1,1.0,2018-06-01,804,360,,,true
SAGEPAY,ind,1,,2018-06-01,732,173,,,true
SAGEPAY,per,1,1.0,2018-06-01,644,232,,,true
PAYPAL,usa,1,1.0,2018-06-01,584,7,,,true
PAYPAL,usa,1,,2018-06-01,570,165,,,true
SAGEPAY,hun,1,1.0,2018-06-01,525,235,,,true
SAGEPAY,swe,6,1.0,2018-06-01,197,396,24,18,false
SAGEPAY,nzl,1,1.0,2018-02-01,913,366,3,4,true
SAGEPAY,usa,1,,2018-02-01,858,91,,,true
PAYPAL,usa,1,,2018-02-01,766,364,,,true
SAGEPAY,usa,1,,2018-02-01,742,43,,,true
SAGEPAY,gbr,1,1.0,2018-02-01,715,48,,,true
OFFLINE,USA,1,1.0,2018-02-01,715,9,,,true
SAGEPAY,swe,1,1.0,2018-02-01,661,9,,,true
PAYPAL,egy,1,,2018-02-01,643,298,,24,true
SAGEPAY,usa,1,1.0,2018-02-01,589,26,,,true
PAYPAL,usa,1,1.0,2018-02-01,548,99,,,true
SAGEPAY,usa,1,1.0,2018-02-01,469,27,,,false
SAGEPAY,usa,6,1.0,2018-02-01,335,88,,23,false
SAGEPAY,mex,1,1.0,2018-06-01,1045,877,,,false
SAGEPAY,usa,1,1.0,2018-06-01,1027,62,,,true
OFFLINE,deu,12,1.0,2018-06-01,980,4,,,true
SAGEPAY,mys,1,,2018-06-01,821,52,,,false
PAYPAL,esp,1,1.0,2018-06-01,782,10,,,true
SAGEPAY,irl,1,1.0,2018-06-01,778,43,,,false
SAGEPAY,usa,1,1.0,2018-06-01,666,4,,,true
SAGEPAY,usa,1,1.0,2018-06-01,654,164,,,true
SAGEPAY,isr,1,,2018-06-01,469,41,,,true
SAGEPAY,aus,6,,2018-06-01,412,178,,,false
SAGEPAY,usa,1,,2018-06-01,331,170,,,true
SAGEPAY,ind,6,,2018-06-01,321,419,,,true
SAGEPAY,mex,1,1.0,2018-02-01,926,877,,,false
SAGEPAY,usa,1,1.0,2018-02-01,907,62,,,true
OFFLINE,deu,12,1.0,2018-02-01,860,4,,,true
SAGEPAY,mys,1,,2018-02-01,701,52,,,false
PAYPAL,esp,1,1.0,2018-02-01,662,10,,,true
SAGEPAY,irl,1,1.0,2018-02-01,658,43,,,false
SAGEPAY,usa,1,1.0,2018-02-01,547,4,,,true
SAGEPAY,usa,1,1.0,2018-02-01,534,164,,,true
SAGEPAY,isr,1,,2018-02-01,349,41,,,true
SAGEPAY,aus,6,,2018-02-01,292,178,,,false
SAGEPAY,usa,1,,2018-02-01,211,170,,,true
SAGEPAY,ind,6,,2018-02-01,201,419,8,,true
SAGEPAY,mex,1,1.0,2018-05-01,1014,877,,,false
SAGEPAY,usa,1,1.0,2018-05-01,996,62,,,true
OFFLINE,deu,12,1.0,2018-05-01,949,4,,,true
SAGEPAY,mys,1,,2018-05-01,790,52,,,false
PAYPAL,esp,1,1.0,2018-05-01,751,10,,,true
SAGEPAY,irl,1,1.0,2018-05-01,747,43,,,false
SAGEPAY,usa,1,1.0,2018-05-01,635,4,,,true
SAGEPAY,usa,1,1.0,2018-05-01,623,164,,,true
SAGEPAY,isr,1,,2018-05-01,438,41,,,true
SAGEPAY,aus,6,,2018-05-01,381,178,,,false
SAGEPAY,usa,1,,2018-05-01,300,170,,,true
SAGEPAY,ind,6,,2018-05-01,290,419,,,true
SAGEPAY,mex,1,1.0,2018-03-01,954,877,,,false
SAGEPAY,usa,1,1.0,2018-03-01,935,62,,,true
OFFLINE,deu,12,1.0,2018-03-01,888,4,,,true
SAGEPAY,mys,1,,2018-03-01,729,52,,,false
PAYPAL,esp,1,1.0,2018-03-01,690,10,,,true
SAGEPAY,irl,1,1.0,2018-03-01,686,43,,,false
SAGEPAY,usa,1,1.0,2018-03-01,575,4,,,true
SAGEPAY,usa,1,1.0,2018-03-01,562,164,,,true
SAGEPAY,isr,1,,2018-03-01,377,41,,,true
SAGEPAY,aus,6,,2018-03-01,320,178,,,false
SAGEPAY,usa,1,,2018-03-01,239,170,,,true
SAGEPAY,ind,6,,2018-03-01,229,419,,,true
SAGEPAY,mex,1,1.0,2018-04-01,984,877,,,false
SAGEPAY,usa,1,1.0,2018-04-01,966,62,,,true
OFFLINE,deu,12,1.0,2018-04-01,919,4,,,true
SAGEPAY,mys,1,,2018-04-01,760,52,,,false
PAYPAL,esp,1,1.0,2018-04-01,721,10,,,true
SAGEPAY,irl,1,1.0,2018-04-01,717,43,,,false
SAGEPAY,usa,1,1.0,2018-04-01,605,4,,,true
SAGEPAY,usa,1,1.0,2018-04-01,593,164,,,true
SAGEPAY,isr,1,,2018-04-01,408,41,,,true
SAGEPAY,aus,6,,2018-04-01,351,178,,,false
SAGEPAY,usa,1,,2018-04-01,270,170,,,true
SAGEPAY,ind,6,,2018-04-01,260,419,,,true
SAGEPAY,nzl,1,1.0,2018-06-01,1033,380,,22,true
SAGEPAY,usa,1,,2018-06-01,978,91,,,true
PAYPAL,usa,1,,2018-06-01,886,364,,,true
SAGEPAY,usa,1,,2018-06-01,862,43,,,true
SAGEPAY,gbr,1,1.0,2018-06-01,835,48,,,true
OFFLINE,USA,1,1.0,2018-06-01,834,9,,,true
SAGEPAY,swe,1,1.0,2018-06-01,781,9,,,true
PAYPAL,egy,1,,2018-06-01,763,354,,,true
SAGEPAY,usa,1,1.0,2018-06-01,709,26,,,true
PAYPAL,usa,1,1.0,2018-06-01,668,99,,,true
SAGEPAY,usa,1,1.0,2018-06-01,589,27,,,false
SAGEPAY,usa,6,1.0,2018-06-01,455,120,,,false
PAYPAL,usa,1,1.0,2018-06-01,996,4,,,true
SAGEPAY,qat,1,1.0,2018-06-01,838,589,,,false
SAGEPAY,usa,1,1.0,2018-06-01,712,49,,,true
SAGEPAY,usa,1,,2018-06-01,645,112,,,false
SAGEPAY,usa,1,1.0,2018-06-01,605,44,,,true
SAGEPAY,aus,1,,2018-06-01,579,164,,,true
PAYPAL,che,6,,2018-06-01,506,158,,,true
SAGEPAY,usa,1,,2018-06-01,434,364,,,true
PAYPAL,usa,6,,2018-06-01,329,193,,,false
SAGEPAY,dnk,1,,2018-06-01,199,211,,,true
PAYPAL,usa,1,,2018-06-01,194,237,,,true
SAGEPAY,usa,1,1.0,2018-06-01,179,45,34,180,true
PAYPAL,usa,1,1.0,2018-02-01,876,4,,,true
SAGEPAY,qat,1,1.0,2018-02-01,718,589,,,false
SAGEPAY,usa,1,1.0,2018-02-01,592,49,,,true
SAGEPAY,usa,1,,2018-02-01,525,112,,,false
SAGEPAY,usa,1,1.0,2018-02-01,485,44,,,true
SAGEPAY,aus,1,,2018-02-01,459,164,,,true
PAYPAL,che,6,,2018-02-01,387,158,27,,true
SAGEPAY,usa,1,,2018-02-01,314,364,,,true
PAYPAL,usa,6,,2018-02-01,209,193,18,,false
SAGEPAY,dnk,1,,2018-02-01,79,211,3,,false
PAYPAL,usa,1,,2018-02-01,74,237,,,true
SAGEPAY,usa,1,1.0,2018-02-01,59,11,,,true
PAYPAL,usa,1,1.0,2018-05-01,965,4,,,true
SAGEPAY,qat,1,1.0,2018-05-01,807,589,,,false
SAGEPAY,usa,1,1.0,2018-05-01,681,49,,,true
SAGEPAY,usa,1,,2018-05-01,614,112,,,false
SAGEPAY,usa,1,1.0,2018-05-01,574,44,,,true
SAGEPAY,aus,1,,2018-05-01,548,164,,,true
PAYPAL,che,6,,2018-05-01,475,158,,,true
SAGEPAY,usa,1,,2018-05-01,403,364,,,true
PAYPAL,usa,6,,2018-05-01,298,193,,,false
SAGEPAY,dnk,1,,2018-05-01,168,211,,,true
PAYPAL,usa,1,,2018-05-01,163,237,,,true
SAGEPAY,usa,1,1.0,2018-05-01,148,11,,34,true
PAYPAL,usa,1,1.0,2018-04-01,935,4,,,true
SAGEPAY,qat,1,1.0,2018-04-01,777,589,,,false
SAGEPAY,usa,1,1.0,2018-04-01,651,49,,,true
SAGEPAY,usa,1,,2018-04-01,584,112,,,false
SAGEPAY,usa,1,1.0,2018-04-01,544,44,,,true
SAGEPAY,aus,1,,2018-04-01,518,164,,,true
PAYPAL,che,6,,2018-04-01,445,158,,,true
SAGEPAY,usa,1,,2018-04-01,373,364,,,true
PAYPAL,usa,6,,2018-04-01,268,193,,,false
SAGEPAY,dnk,1,,2018-04-01,138,211,,,true
PAYPAL,usa,1,,2018-04-01,133,237,,,true
SAGEPAY,usa,1,1.0,2018-04-01,118,11,,,true
PAYPAL,usa,1,1.0,2018-03-01,904,4,,,true
SAGEPAY,qat,1,1.0,2018-03-01,746,589,,,false
SAGEPAY,usa,1,1.0,2018-03-01,620,49,,,true
SAGEPAY,usa,1,,2018-03-01,553,112,,,false
SAGEPAY,usa,1,1.0,2018-03-01,513,44,,,true
SAGEPAY,aus,1,,2018-03-01,487,164,,,true
PAYPAL,che,6,,2018-03-01,415,158,,,true
SAGEPAY,usa,1,,2018-03-01,342,364,,,true
PAYPAL,usa,6,,2018-03-01,237,193,,,false
SAGEPAY,dnk,1,,2018-03-01,107,211,,,true
PAYPAL,usa,1,,2018-03-01,102,237,,,true
SAGEPAY,usa,1,1.0,2018-03-01,87,11,,,true
SAGEPAY,gbr,99,1.0,2018-02-01,927,1036,52,57,false
SAGEPAY,usa,1,1.0,2018-02-01,892,135,,,true
PAYPAL,gbr,1,1.0,2018-02-01,872,12,,,true
OFFLINE,deu,12,1.0,2018-02-01,860,,,,true
SAGEPAY,sau,1,1.0,2018-02-01,838,338,21,7,false
SAGEPAY,usa,1,1.0,2018-02-01,715,58,,,true
SAGEPAY,rus,1,1.0,2018-02-01,612,11,,,false
SAGEPAY,usa,1,1.0,2018-02-01,557,16,,,true
SAGEPAY,usa,1,1.0,2018-02-01,512,221,,,true
SAGEPAY,swe,1,1.0,2018-02-01,449,44,,,false
SAGEPAY,can,6,1.0,2018-02-01,170,152,17,19,false
SAGEPAY,gbr,99,1.0,2018-03-01,955,1093,57,40,false
SAGEPAY,usa,1,1.0,2018-03-01,920,135,,,true
PAYPAL,gbr,1,1.0,2018-03-01,900,12,,,true
OFFLINE,deu,12,1.0,2018-03-01,888,,,,true
SAGEPAY,sau,1,1.0,2018-03-01,866,345,7,21,false
SAGEPAY,usa,1,1.0,2018-03-01,743,58,,,true
SAGEPAY,rus,1,1.0,2018-03-01,640,11,,,false
SAGEPAY,usa,1,1.0,2018-03-01,585,16,,,true
SAGEPAY,usa,1,1.0,2018-03-01,540,221,,,true
SAGEPAY,swe,1,1.0,2018-03-01,477,44,,,false
SAGEPAY,can,6,1.0,2018-03-01,198,174,19,95,false
SAGEPAY,gbr,99,1.0,2018-04-01,986,1133,40,1,false
SAGEPAY,usa,1,1.0,2018-04-01,951,135,,,true
PAYPAL,gbr,1,1.0,2018-04-01,931,12,,,true
OFFLINE,deu,12,1.0,2018-04-01,919,,,,true
SAGEPAY,sau,1,1.0,2018-04-01,897,366,21,22,false
SAGEPAY,usa,1,1.0,2018-04-01,774,58,,,true
SAGEPAY,rus,1,1.0,2018-04-01,671,11,,,false
SAGEPAY,usa,1,1.0,2018-04-01,616,16,,,true
SAGEPAY,usa,1,1.0,2018-04-01,571,221,,,true
SAGEPAY,swe,1,1.0,2018-04-01,508,44,,,false
SAGEPAY,can,6,1.0,2018-04-01,229,274,95,90,false
SAGEPAY,gbr,99,1.0,2018-05-01,1016,1134,1,14,false
SAGEPAY,usa,1,1.0,2018-05-01,981,135,,,true
PAYPAL,gbr,1,1.0,2018-05-01,961,12,,,true
OFFLINE,deu,12,1.0,2018-05-01,949,,,,true
SAGEPAY,sau,1,1.0,2018-05-01,927,388,22,,false
SAGEPAY,usa,1,1.0,2018-05-01,804,58,,,true
SAGEPAY,rus,1,1.0,2018-05-01,701,11,,,false
SAGEPAY,usa,1,1.0,2018-05-01,646,16,,,true
SAGEPAY,usa,1,1.0,2018-05-01,601,221,,,true
SAGEPAY,swe,1,1.0,2018-05-01,538,44,,,false
SAGEPAY,can,6,1.0,2018-05-01,259,360,90,52,false
SAGEPAY,gbr,99,1.0,2018-06-01,1047,1148,14,52,false
SAGEPAY,usa,1,1.0,2018-06-01,1012,135,,,true
PAYPAL,gbr,1,1.0,2018-06-01,992,12,,,true
OFFLINE,deu,12,1.0,2018-06-01,980,,,,true
SAGEPAY,sau,1,1.0,2018-06-01,958,388,,,false
SAGEPAY,usa,1,1.0,2018-06-01,835,58,,,true
SAGEPAY,rus,1,1.0,2018-06-01,732,11,,,false
SAGEPAY,usa,1,1.0,2018-06-01,677,16,,,true
SAGEPAY,usa,1,1.0,2018-06-01,632,221,,,true
SAGEPAY,swe,1,1.0,2018-06-01,569,44,,,false
SAGEPAY,can,6,1.0,2018-06-01,290,408,52,52,false
SAGEPAY,usa,1,1.0,2018-03-01,902,23,,,true
SAGEPAY,usa,1,1.0,2018-03-01,858,702,,10,false
SAGEPAY,usa,1,1.0,2018-03-01,840,415,,,true
SAGEPAY,usa,1,1.0,2018-03-01,625,6,,,true
SAGEPAY,usa,1,1.0,2018-03-01,511,742,37,100,false
SAGEPAY,usa,1,,2018-03-01,495,1197,,,true
PAYPAL,usa,1,1.0,2018-03-01,491,38,,,true
SAGEPAY,swe,1,1.0,2018-03-01,491,62,,22,false
SAGEPAY,can,1,1.0,2018-03-01,433,540,,,true
SAGEPAY,gbr,6,1.0,2018-03-01,432,108,,,false
SAGEPAY,aus,6,,2018-03-01,212,159,12,,false
SAGEPAY,usa,1,1.0,2018-04-01,933,23,,,true
SAGEPAY,usa,1,1.0,2018-04-01,889,712,10,,false
SAGEPAY,usa,1,1.0,2018-04-01,871,415,,,true
SAGEPAY,usa,1,1.0,2018-04-01,656,6,,,true
SAGEPAY,usa,1,1.0,2018-04-01,541,838,100,40,false
SAGEPAY,usa,1,,2018-04-01,526,1197,,,true
PAYPAL,usa,1,1.0,2018-04-01,522,38,,,true
SAGEPAY,swe,1,1.0,2018-04-01,522,84,22,3,false
SAGEPAY,can,1,1.0,2018-04-01,464,540,,,true
SAGEPAY,gbr,6,1.0,2018-04-01,463,108,,,false
SAGEPAY,aus,6,,2018-04-01,243,159,,,false
SAGEPAY,usa,1,1.0,2018-02-01,927,1707,,,false
SAGEPAY,can,1,,2018-02-01,847,314,,,false
PAYPAL,egy,1,1.0,2018-02-01,835,298,,24,true
SAGEPAY,rou,1,,2018-02-01,800,1048,52,2,false
SAGEPAY,gbr,1,1.0,2018-02-01,722,438,,,false
SAGEPAY,irl,1,1.0,2018-02-01,706,189,,,true
SAGEPAY,lbn,1,,2018-02-01,488,168,,,false
PAYPAL,rus,1,1.0,2018-02-01,377,15,,7,true
SAGEPAY,che,6,,2018-02-01,219,306,,,true
SAGEPAY,usa,1,1.0,2018-02-01,180,144,48,2,true
SAGEPAY,usa,12,,2018-02-01,64,635,66,59,false
SAGEPAY,can,1,1.0,2018-03-01,751,115,,,true
SAGEPAY,swe,1,1.0,2018-03-01,741,16,,,true
SAGEPAY,phl,1,1.0,2018-03-01,654,186,,,true
SAGEPAY,rou,1,,2018-03-01,638,77,1,,false
SAGEPAY,usa,1,1.0,2018-03-01,520,8,,,true
SAGEPAY,usa,1,1.0,2018-03-01,507,300,,,true
PAYPAL,ukr,1,1.0,2018-03-01,461,140,,,true
PAYPAL,usa,6,1.0,2018-03-01,344,229,,,true
SAGEPAY,ind,12,1.0,2018-03-01,335,746,27,78,false
SAGEPAY,usa,6,1.0,2018-03-01,46,52,,2,false
SAGEPAY,usa,1,1.0,2018-03-01,25,66,67,139,false
SAGEPAY,usa,1,1.0,2018-02-01,874,23,,,true
SAGEPAY,usa,1,1.0,2018-02-01,830,702,31,,false
SAGEPAY,usa,1,1.0,2018-02-01,812,415,,,true
SAGEPAY,usa,1,1.0,2018-02-01,597,6,,,true
SAGEPAY,usa,1,1.0,2018-02-01,483,700,88,37,false
SAGEPAY,usa,1,,2018-02-01,467,1197,,,true
PAYPAL,usa,1,1.0,2018-02-01,463,38,,,true
SAGEPAY,swe,1,1.0,2018-02-01,463,62,,,false
SAGEPAY,can,1,1.0,2018-02-01,405,540,,,true
SAGEPAY,gbr,6,1.0,2018-02-01,404,108,,,false
SAGEPAY,aus,6,,2018-02-01,184,147,,12,false
SAGEPAY,deu,1,1.0,2018-03-01,947,670,6,6,false
PAYPAL,fra,1,,2018-03-01,823,190,,,true
SAGEPAY,usa,1,1.0,2018-03-01,623,67,,,true
SAGEPAY,usa,1,1.0,2018-03-01,597,34,,,false
SAGEPAY,usa,1,1.0,2018-03-01,473,189,,,true
SAGEPAY,usa,6,1.0,2018-03-01,361,443,15,3,false
PAYPAL,usa,1,1.0,2018-03-01,340,317,,,true
SAGEPAY,swe,6,1.0,2018-03-01,292,4,,,false
PAYPAL,usa,1,1.0,2018-03-01,179,481,44,69,true
PAYPAL,ita,12,,2018-03-01,96,623,,,false
SAGEPAY,hkg,6,1.0,2018-03-01,7,93,93,11,false
PAYPAL,sgp,1,1.0,2018-03-01,879,281,,,true
OFFLINE,deu,12,1.0,2018-03-01,869,354,35,2,false
PAYPAL,usa,1,1.0,2018-03-01,804,347,9,27,true
PAYPAL,usa,1,,2018-03-01,727,91,,,true
SAGEPAY,ind,1,1.0,2018-03-01,648,27,,,false
SAGEPAY,gbr,1,,2018-03-01,590,104,,,false
SAGEPAY,ind,6,,2018-03-01,406,142,,,false
PAYPAL,usa,6,1.0,2018-03-01,180,717,5,4,false
SAGEPAY,usa,6,,2018-03-01,142,279,,,false
PAYPAL,fra,6,1.0,2018-03-01,67,333,38,59,false
SAGEPAY,usa,1,1.0,2018-03-01,5,15,21,15,false
SAGEPAY,usa,1,1.0,2018-06-01,994,23,,,true
