payment_method_type,country,rebill_period_in_months,firstSub,observation_date,age,all_time_views,last_month_views,next_month_views,is_cancelled
SAGEPAY,usa,6,1.0,2018-02-01,128,518,53,38,false
PAYPAL,nga,1,,2018-02-01,52,1402,5,,true
OFFLINE,deu,12,1.0,2018-02-01,860,,,,true
SAGEPAY,usa,1,1.0,2018-02-01,668,18,,,true
SAGEPAY,deu,1,1.0,2018-02-01,653,94,,,true
SAGEPAY,usa,1,1.0,2018-02-01,562,1,,,true
SAGEPAY,ind,1,1.0,2018-02-01,512,196,,,true
SAGEPAY,usa,1,1.0,2018-02-01,502,106,,,true
SAGEPAY,usa,1,1.0,2018-02-01,445,33,,,true
SAGEPAY,usa,1,1.0,2018-02-01,431,274,,,true
SAGEPAY,usa,6,1.0,2018-02-01,337,554,24,23,true
SAGEPAY,usa,1,,2018-04-01,911,414,,,true
SAGEPAY,tur,1,1.0,2018-04-01,806,63,,,true
SAGEPAY,usa,1,1.0,2018-04-01,781,140,,,true
SAGEPAY,ind,1,1.0,2018-04-01,749,33,,,true
SAGEPAY,usa,1,1.0,2018-04-01,739,7,,,true
PAYPAL,can,1,1.0,2018-04-01,709,437,,,true
SAGEPAY,ind,1,1.0,2018-04-01,657,147,,,true
SAGEPAY,ind,1,1.0,2018-04-01,616,317,34,,true
SAGEPAY,usa,1,1.0,2018-04-01,16,71,71,28,false
SAGEPAY,gbr,12,1.0,2018-06-01,873,1034,,,false
SAGEPAY,usa,1,1.0,2018-06-01,821,14,,,true
SAGEPAY,usa,1,1.0,2018-06-01,750,122,,,false
PAYPAL,aus,1,1.0,2018-06-01,702,195,,,true
SAGEPAY,mex,1,1.0,2018-06-01,685,216,,,true
SAGEPAY,usa,1,1.0,2018-06-01,581,74,,,true
PAYPAL,usa,12,1.0,2018-06-01,398,74,,,true
SAGEPAY,gbr,6,1.0,2018-06-01,207,,,,true
PAYPAL,can,1,,2018-06-01,20,198,71,23,false
SAGEPAY,can,1,1.0,2018-06-01,974,142,,,true
PAYPAL,mex,1,1.0,2018-06-01,966,66,,,true
SAGEPAY,sgp,12,1.0,2018-06-01,856,686,38,,false
SAGEPAY,ind,1,1.0,2018-06-01,680,10,,,true
SAGEPAY,usa,1,1.0,2018-06-01,640,28,,,true
PAYPAL,fin,1,1.0,2018-06-01,633,18,,,true
SAGEPAY,usa,1,1.0,2018-06-01,631,24,,,true
SAGEPAY,usa,12,1.0,2018-06-01,496,45,,,true
SAGEPAY,usa,1,1.0,2018-06-01,73,226,,,false
SAGEPAY,usa,1,1.0,2018-06-01,1002,66,,,true
SAGEPAY,usa,1,1.0,2018-06-01,957,147,,,true
SAGEPAY,nga,1,1.0,2018-06-01,931,1403,,5,true
SAGEPAY,pol,1,1.0,2018-06-01,731,75,,,true
SAGEPAY,egy,1,1.0,2018-06-01,507,178,,,true
SAGEPAY,usa,6,1.0,2018-06-01,422,186,,,true
PAYPAL,nga,1,,2018-06-01,256,1403,,5,true
PAYPAL,ita,1,,2018-06-01,223,656,16,,true
PAYPAL,usa,1,1.0,2018-06-01,134,139,,,false
SAGEPAY,usa,1,1.0,2018-02-01,882,66,,,true
SAGEPAY,usa,1,1.0,2018-02-01,837,147,,,true
SAGEPAY,nga,1,1.0,2018-02-01,811,1402,5,,true
SAGEPAY,pol,1,1.0,2018-02-01,611,75,,,true
SAGEPAY,egy,1,1.0,2018-02-01,387,178,,,true
SAGEPAY,usa,6,1.0,2018-02-01,302,186,,,true
PAYPAL,nga,1,,2018-02-01,136,1402,5,,true
PAYPAL,ita,1,,2018-02-01,103,623,,,true
PAYPAL,usa,1,1.0,2018-02-01,14,49,49,24,false
SAGEPAY,pol,1,1.0,2018-03-01,929,395,,,false
SAGEPAY,ind,1,1.0,2018-03-01,768,105,,,true
SAGEPAY,usa,6,1.0,2018-03-01,755,971,,,true
SAGEPAY,usa,1,1.0,2018-03-01,655,10,,,true
SAGEPAY,aus,1,1.0,2018-03-01,491,44,,,true
SAGEPAY,usa,12,1.0,2018-03-01,375,69,,,true
SAGEPAY,usa,1,1.0,2018-03-01,234,534,,,true
PAYPAL,usa,1,,2018-03-01,109,276,18,66,true
SAGEPAY,gbr,6,1.0,2018-03-01,8,5,5,,true
SAGEPAY,usa,1,,2018-05-01,941,414,,,true
SAGEPAY,tur,1,1.0,2018-05-01,836,63,,,true
SAGEPAY,usa,1,1.0,2018-05-01,811,140,,,true
SAGEPAY,ind,1,1.0,2018-05-01,779,33,,,true
SAGEPAY,usa,1,1.0,2018-05-01,769,7,,,true
PAYPAL,can,1,1.0,2018-05-01,739,437,,,true
SAGEPAY,ind,1,1.0,2018-05-01,687,147,,,true
SAGEPAY,ind,1,1.0,2018-05-01,646,317,,,true
SAGEPAY,usa,1,1.0,2018-05-01,46,99,28,120,false
SAGEPAY,tur,1,1.0,2018-06-01,699,199,,,false
PAYPAL,usa,1,1.0,2018-06-01,646,76,,3,true
SAGEPAY,usa,1,1.0,2018-06-01,628,47,,,true
SAGEPAY,usa,1,1.0,2018-06-01,583,136,,,true
SAGEPAY,usa,1,1.0,2018-06-01,565,102,,,true
SAGEPAY,ind,1,1.0,2018-06-01,355,146,,,true
SAGEPAY,idn,1,1.0,2018-06-01,285,884,,,true
SAGEPAY,usa,12,,2018-06-01,129,45,,,false
SAGEPAY,usa,1,1.0,2018-06-01,90,222,,,true
SAGEPAY,ind,1,,2018-03-01,630,111,,,false
SAGEPAY,gbr,1,1.0,2018-03-01,628,30,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,525,344,2,52,false
SAGEPAY,usa,1,1.0,2018-03-01,521,9,,,true
SAGEPAY,usa,1,1.0,2018-03-01,491,21,,,true
SAGEPAY,can,1,,2018-03-01,348,458,,,true
PAYPAL,mex,6,,2018-03-01,260,279,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,251,99,,,false
SAGEPAY,swe,1,1.0,2018-03-01,16,397,56,12,false
SAGEPAY,pol,1,1.0,2018-04-01,960,395,,,false
SAGEPAY,ind,1,1.0,2018-04-01,799,105,,,true
SAGEPAY,usa,6,1.0,2018-04-01,785,971,,,true
SAGEPAY,usa,1,1.0,2018-04-01,686,10,,,true
SAGEPAY,aus,1,1.0,2018-04-01,522,44,,,true
SAGEPAY,usa,12,1.0,2018-04-01,406,69,,,true
SAGEPAY,usa,1,1.0,2018-04-01,265,534,,,true
PAYPAL,usa,1,,2018-04-01,140,347,66,2,true
SAGEPAY,gbr,6,1.0,2018-04-01,39,5,,,true
SAGEPAY,usa,1,1.0,2018-04-01,968,34,,,true
OFFLINE,Canada,1,1.0,2018-04-01,891,18,,,true
SAGEPAY,usa,1,1.0,2018-04-01,879,5,,,true
PAYPAL,can,12,,2018-04-01,872,1021,13,48,true
SAGEPAY,cod,1,1.0,2018-04-01,750,401,,,false
SAGEPAY,usa,1,,2018-04-01,675,1197,,,true
PAYPAL,usa,1,1.0,2018-04-01,632,,,,true
SAGEPAY,ind,1,1.0,2018-04-01,585,262,,,true
SAGEPAY,usa,1,1.0,2018-04-01,135,99,,,true
PAYPAL,ita,6,,2018-05-01,913,640,17,16,true
SAGEPAY,nld,1,1.0,2018-05-01,847,438,,,false
SAGEPAY,usa,1,1.0,2018-05-01,731,8,,,true
SAGEPAY,usa,1,1.0,2018-05-01,727,977,,1,true
SAGEPAY,usa,1,1.0,2018-05-01,560,27,,,false
SAGEPAY,gbr,6,,2018-05-01,435,408,,,true
SAGEPAY,usa,6,1.0,2018-05-01,431,192,,,false
SAGEPAY,usa,1,1.0,2018-05-01,424,,,,false
SAGEPAY,bel,1,1.0,2018-05-01,351,20,,,true
SAGEPAY,usa,1,1.0,2018-05-01,921,829,,4,false
PAYPAL,sgp,1,,2018-05-01,907,310,,,true
SAGEPAY,ind,1,1.0,2018-05-01,734,173,,,false
SAGEPAY,ind,1,1.0,2018-05-01,671,235,,,true
PAYPAL,usa,1,1.0,2018-05-01,561,22,,,true
PAYPAL,usa,6,1.0,2018-05-01,436,188,,,true
SAGEPAY,che,1,1.0,2018-05-01,312,649,,,true
SAGEPAY,can,1,1.0,2018-05-01,6,13,13,5,false
SAGEPAY,sau,6,1.0,2018-05-01,5,3,3,,false
SAGEPAY,usa,1,1.0,2018-05-01,998,34,,,true
OFFLINE,Canada,1,1.0,2018-05-01,921,18,,,true
SAGEPAY,usa,1,1.0,2018-05-01,909,5,,,true
PAYPAL,can,12,,2018-05-01,902,1069,48,15,true
SAGEPAY,cod,1,1.0,2018-05-01,780,401,,,false
SAGEPAY,usa,1,,2018-05-01,705,1197,,,true
PAYPAL,usa,1,1.0,2018-05-01,662,,,,true
SAGEPAY,ind,1,1.0,2018-05-01,615,262,,,true
SAGEPAY,usa,1,1.0,2018-05-01,165,99,,,true
SAGEPAY,usa,1,,2018-06-01,961,10,,,true
PAYPAL,usa,1,1.0,2018-06-01,782,30,,,true
SAGEPAY,nga,1,,2018-06-01,768,1403,,5,true
SAGEPAY,usa,1,,2018-06-01,623,31,,,false
SAGEPAY,ind,1,1.0,2018-06-01,615,941,70,9,true
SAGEPAY,usa,1,1.0,2018-06-01,601,555,,,true
SAGEPAY,usa,12,1.0,2018-06-01,282,24,,,false
PAYPAL,usa,6,,2018-06-01,149,15,,,false
SAGEPAY,can,1,1.0,2018-06-01,43,321,155,47,false
PAYPAL,ita,6,,2018-06-01,944,656,16,,true
SAGEPAY,nld,1,1.0,2018-06-01,878,438,,,false
SAGEPAY,usa,1,1.0,2018-06-01,762,8,,,true
SAGEPAY,usa,1,1.0,2018-06-01,758,977,1,49,true
SAGEPAY,usa,1,1.0,2018-06-01,591,27,,,false
SAGEPAY,gbr,6,,2018-06-01,466,408,,,true
SAGEPAY,usa,6,1.0,2018-06-01,462,192,,,false
SAGEPAY,usa,1,1.0,2018-06-01,455,,,,false
SAGEPAY,bel,1,1.0,2018-06-01,382,20,,,true
SAGEPAY,usa,1,,2018-06-01,972,414,,,true
SAGEPAY,tur,1,1.0,2018-06-01,867,63,,,true
SAGEPAY,usa,1,1.0,2018-06-01,842,140,,,true
SAGEPAY,ind,1,1.0,2018-06-01,810,33,,,true
SAGEPAY,usa,1,1.0,2018-06-01,800,7,,,true
PAYPAL,can,1,1.0,2018-06-01,770,437,,,true
SAGEPAY,ind,1,1.0,2018-06-01,718,147,,,true
SAGEPAY,ind,1,1.0,2018-06-01,677,317,,,true
SAGEPAY,usa,1,1.0,2018-06-01,77,219,120,2,true
SAGEPAY,deu,1,1.0,2018-06-01,1046,151,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1022,130,,,true
PAYPAL,usa,1,1.0,2018-06-01,871,34,,,true
SAGEPAY,ind,1,1.0,2018-06-01,792,89,,,true
SAGEPAY,ind,1,1.0,2018-06-01,751,92,,,true
SAGEPAY,usa,1,1.0,2018-06-01,751,41,,,true
SAGEPAY,can,1,1.0,2018-06-01,682,63,,,true
SAGEPAY,swe,1,,2018-06-01,42,130,2,,false
SAGEPAY,usa,1,1.0,2018-06-01,21,38,38,,false
SAGEPAY,usa,1,1.0,2018-06-01,952,833,4,,false
PAYPAL,sgp,1,,2018-06-01,938,310,,,true
SAGEPAY,ind,1,1.0,2018-06-01,765,173,,,false
SAGEPAY,ind,1,1.0,2018-06-01,702,235,,,true
PAYPAL,usa,1,1.0,2018-06-01,592,22,,,true
PAYPAL,usa,6,1.0,2018-06-01,467,188,,,true
SAGEPAY,che,1,1.0,2018-06-01,343,649,,,true
SAGEPAY,can,1,1.0,2018-06-01,37,18,5,6,false
SAGEPAY,sau,6,1.0,2018-06-01,36,3,,,false
SAGEPAY,sau,1,1.0,2018-02-01,923,141,,,false
PAYPAL,usa,1,,2018-02-01,813,227,,,true
SAGEPAY,usa,1,1.0,2018-02-01,674,92,,,true
SAGEPAY,usa,1,1.0,2018-02-01,624,30,,,true
PAYPAL,usa,1,1.0,2018-02-01,616,16,,,true
SAGEPAY,can,1,1.0,2018-02-01,542,70,,,false
PAYPAL,usa,1,1.0,2018-02-01,501,16,,,true
PAYPAL,egy,1,1.0,2018-02-01,307,86,,,true
PAYPAL,usa,6,1.0,2018-02-01,44,241,146,120,false
PAYPAL,ita,6,,2018-02-01,824,623,,,true
SAGEPAY,nld,1,1.0,2018-02-01,758,438,,,false
SAGEPAY,usa,1,1.0,2018-02-01,642,8,,,true
SAGEPAY,usa,1,1.0,2018-02-01,638,940,66,36,true
SAGEPAY,usa,1,1.0,2018-02-01,471,27,,,false
SAGEPAY,gbr,6,,2018-02-01,346,408,,,true
SAGEPAY,usa,6,1.0,2018-02-01,342,192,,,false
SAGEPAY,usa,1,1.0,2018-02-01,335,,,,false
SAGEPAY,bel,1,1.0,2018-02-01,262,20,,,true
SAGEPAY,usa,1,1.0,2018-03-01,910,66,,,true
SAGEPAY,usa,1,1.0,2018-03-01,865,147,,,true
SAGEPAY,nga,1,1.0,2018-03-01,839,1402,,,true
SAGEPAY,pol,1,1.0,2018-03-01,639,75,,,true
SAGEPAY,egy,1,1.0,2018-03-01,415,178,,,true
SAGEPAY,usa,6,1.0,2018-03-01,330,186,,,true
PAYPAL,nga,1,,2018-03-01,164,1402,,,true
PAYPAL,ita,1,,2018-03-01,131,623,,,true
PAYPAL,usa,1,1.0,2018-03-01,42,72,24,61,false
SAGEPAY,usa,1,1.0,2018-03-01,937,34,,,true
OFFLINE,Canada,1,1.0,2018-03-01,860,18,,,true
SAGEPAY,usa,1,1.0,2018-03-01,848,5,,,true
PAYPAL,can,12,,2018-03-01,841,1008,2,13,true
SAGEPAY,cod,1,1.0,2018-03-01,719,401,,,false
SAGEPAY,usa,1,,2018-03-01,644,1197,,,true
PAYPAL,usa,1,1.0,2018-03-01,601,,,,true
SAGEPAY,ind,1,1.0,2018-03-01,554,262,,,true
SAGEPAY,usa,1,1.0,2018-03-01,104,99,,,true
SAGEPAY,ind,1,1.0,2018-04-01,850,89,,,true
SAGEPAY,usa,1,1.0,2018-04-01,827,180,,,true
PAYPAL,nzl,1,1.0,2018-04-01,765,35,,,true
SAGEPAY,nld,1,,2018-04-01,725,438,,,true
SAGEPAY,aus,1,1.0,2018-04-01,669,15,,,true
SAGEPAY,rou,1,1.0,2018-04-01,660,35,,,true
SAGEPAY,usa,6,1.0,2018-04-01,283,213,3,1,false
SAGEPAY,usa,6,1.0,2018-04-01,187,556,,,false
PAYPAL,nga,1,,2018-04-01,111,1402,,1,true
SAGEPAY,sau,1,1.0,2018-05-01,1012,141,,,false
PAYPAL,usa,1,,2018-05-01,902,227,,,true
SAGEPAY,usa,1,1.0,2018-05-01,763,92,,,true
SAGEPAY,usa,1,1.0,2018-05-01,713,30,,,true
PAYPAL,usa,1,1.0,2018-05-01,705,16,,,true
SAGEPAY,can,1,1.0,2018-05-01,630,70,,,false
PAYPAL,usa,1,1.0,2018-05-01,590,16,,,true
PAYPAL,egy,1,1.0,2018-05-01,396,86,,,true
PAYPAL,usa,6,1.0,2018-05-01,133,429,10,88,false
SAGEPAY,ind,1,1.0,2018-05-01,880,89,,,true
SAGEPAY,usa,1,1.0,2018-05-01,857,180,,,true
PAYPAL,nzl,1,1.0,2018-05-01,795,35,,,true
SAGEPAY,nld,1,,2018-05-01,755,438,,,true
SAGEPAY,aus,1,1.0,2018-05-01,699,15,,,true
SAGEPAY,rou,1,1.0,2018-05-01,690,35,,,true
SAGEPAY,usa,6,1.0,2018-05-01,313,213,1,8,false
SAGEPAY,usa,6,1.0,2018-05-01,217,556,,,false
PAYPAL,nga,1,,2018-05-01,141,1403,1,,true
SAGEPAY,usa,1,1.0,2018-06-01,928,28,,,true
PAYPAL,gbr,1,1.0,2018-06-01,910,254,23,,false
SAGEPAY,usa,1,1.0,2018-06-01,892,473,,,false
SAGEPAY,ind,1,1.0,2018-06-01,862,19,,,true
PAYPAL,usa,1,1.0,2018-06-01,427,119,,,true
SAGEPAY,usa,1,,2018-06-01,403,164,,,true
PAYPAL,usa,1,,2018-06-01,384,54,,,true
SAGEPAY,usa,1,1.0,2018-06-01,2,15,15,42,false
PAYPAL,usa,1,,2018-06-01,2,652,26,174,false
SAGEPAY,pol,1,1.0,2018-06-01,1021,395,,,false
SAGEPAY,ind,1,1.0,2018-06-01,860,105,,,true
SAGEPAY,usa,6,1.0,2018-06-01,846,971,,,true
SAGEPAY,usa,1,1.0,2018-06-01,747,10,,,true
SAGEPAY,aus,1,1.0,2018-06-01,583,44,,,true
SAGEPAY,usa,12,1.0,2018-06-01,467,69,,,true
SAGEPAY,usa,1,1.0,2018-06-01,326,534,,,true
PAYPAL,usa,1,,2018-06-01,201,349,,,true
SAGEPAY,gbr,6,1.0,2018-06-01,100,5,,,true
SAGEPAY,usa,1,1.0,2018-06-01,1029,34,,,true
OFFLINE,Canada,1,1.0,2018-06-01,952,18,,,true
SAGEPAY,usa,1,1.0,2018-06-01,940,5,,,true
PAYPAL,can,12,,2018-06-01,933,1080,15,,true
SAGEPAY,cod,1,1.0,2018-06-01,811,401,,,false
SAGEPAY,usa,1,,2018-06-01,736,1197,,,true
PAYPAL,usa,1,1.0,2018-06-01,693,,,,true
SAGEPAY,ind,1,1.0,2018-06-01,646,262,,,true
SAGEPAY,usa,1,1.0,2018-06-01,196,99,,,true
SAGEPAY,usa,1,1.0,2018-02-01,770,65,,,true
SAGEPAY,lbn,1,1.0,2018-02-01,744,408,,,true
SAGEPAY,sgp,12,1.0,2018-02-01,736,85,,,false
SAGEPAY,kwt,1,1.0,2018-02-01,602,312,,,true
PAYPAL,aus,1,1.0,2018-02-01,593,155,,,true
SAGEPAY,usa,1,1.0,2018-02-01,495,,,,true
PAYPAL,can,12,1.0,2018-02-01,279,70,46,26,false
SAGEPAY,pol,6,,2018-02-01,269,395,,,true
PAYPAL,usa,1,,2018-02-01,256,182,,,true
SAGEPAY,usa,1,1.0,2018-02-01,909,34,,,true
OFFLINE,Canada,1,1.0,2018-02-01,832,18,,,true
SAGEPAY,usa,1,1.0,2018-02-01,820,5,,,true
PAYPAL,can,12,,2018-02-01,813,1006,11,2,true
SAGEPAY,cod,1,1.0,2018-02-01,691,401,,,false
SAGEPAY,usa,1,,2018-02-01,616,1197,,,true
PAYPAL,usa,1,1.0,2018-02-01,573,,,,true
SAGEPAY,ind,1,1.0,2018-02-01,526,262,,,true
SAGEPAY,usa,1,1.0,2018-02-01,76,99,,,true
SAGEPAY,sau,1,1.0,2018-03-01,951,141,,,false
PAYPAL,usa,1,,2018-03-01,841,227,,,true
SAGEPAY,usa,1,1.0,2018-03-01,702,92,,,true
SAGEPAY,usa,1,1.0,2018-03-01,652,30,,,true
PAYPAL,usa,1,1.0,2018-03-01,644,16,,,true
SAGEPAY,can,1,1.0,2018-03-01,570,70,,,false
PAYPAL,usa,1,1.0,2018-03-01,529,16,,,true
PAYPAL,egy,1,1.0,2018-03-01,335,86,,,true
PAYPAL,usa,6,1.0,2018-03-01,72,361,120,58,false
SAGEPAY,ind,1,1.0,2018-03-01,819,89,,,true
SAGEPAY,usa,1,1.0,2018-03-01,797,180,,,true
PAYPAL,nzl,1,1.0,2018-03-01,734,35,,,true
SAGEPAY,nld,1,,2018-03-01,694,438,,,true
SAGEPAY,aus,1,1.0,2018-03-01,638,15,,,true
SAGEPAY,rou,1,1.0,2018-03-01,629,35,,,true
SAGEPAY,usa,6,1.0,2018-03-01,252,210,,3,false
SAGEPAY,usa,6,1.0,2018-03-01,156,556,38,,false
PAYPAL,nga,1,,2018-03-01,80,1402,,,true
PAYPAL,ita,6,,2018-03-01,852,623,,,true
SAGEPAY,nld,1,1.0,2018-03-01,786,438,,,false
SAGEPAY,usa,1,1.0,2018-03-01,670,8,,,true
SAGEPAY,usa,1,1.0,2018-03-01,666,976,36,1,true
SAGEPAY,usa,1,1.0,2018-03-01,499,27,,,false
SAGEPAY,gbr,6,,2018-03-01,374,408,,,true
SAGEPAY,usa,6,1.0,2018-03-01,370,192,,,false
SAGEPAY,usa,1,1.0,2018-03-01,363,,,,false
SAGEPAY,bel,1,1.0,2018-03-01,290,20,,,true
SAGEPAY,usa,1,1.0,2018-03-01,739,136,,,true
SAGEPAY,ukr,1,1.0,2018-03-01,726,95,,,true
PAYPAL,gbr,1,1.0,2018-03-01,724,39,,,true
SAGEPAY,gbr,1,1.0,2018-03-01,677,98,,,true
PAYPAL,usa,1,1.0,2018-03-01,663,55,,,true
SAGEPAY,srb,1,1.0,2018-03-01,532,106,,,true
SAGEPAY,usa,1,1.0,2018-03-01,167,26,,,true
SAGEPAY,ind,1,1.0,2018-03-01,160,306,,,true
SAGEPAY,usa,1,1.0,2018-03-01,20,11,11,,true
PAYPAL,esp,1,,2018-04-01,842,205,,,true
SAGEPAY,ind,1,1.0,2018-04-01,771,114,,,true
SAGEPAY,usa,1,1.0,2018-04-01,731,93,,,true
SAGEPAY,usa,1,1.0,2018-04-01,533,18,,,false
SAGEPAY,rou,1,1.0,2018-04-01,508,336,,,false
SAGEPAY,usa,6,,2018-04-01,427,272,,,true
PAYPAL,esp,1,1.0,2018-04-01,320,21,,,true
PAYPAL,usa,1,1.0,2018-04-01,58,315,220,,false
SAGEPAY,idn,1,1.0,2018-04-01,9,18,18,,false
SAGEPAY,sau,1,1.0,2018-04-01,982,141,,,false
PAYPAL,usa,1,,2018-04-01,872,227,,,true
SAGEPAY,usa,1,1.0,2018-04-01,733,92,,,true
SAGEPAY,usa,1,1.0,2018-04-01,683,30,,,true
PAYPAL,usa,1,1.0,2018-04-01,675,16,,,true
SAGEPAY,can,1,1.0,2018-04-01,600,70,,,false
PAYPAL,usa,1,1.0,2018-04-01,560,16,,,true
PAYPAL,egy,1,1.0,2018-04-01,366,86,,,true
PAYPAL,usa,6,1.0,2018-04-01,103,419,58,10,false
PAYPAL,ita,6,,2018-04-01,883,623,,17,true
SAGEPAY,nld,1,1.0,2018-04-01,817,438,,,false
SAGEPAY,usa,1,1.0,2018-04-01,701,8,,,true
SAGEPAY,usa,1,1.0,2018-04-01,697,977,1,,true
SAGEPAY,usa,1,1.0,2018-04-01,530,27,,,false
SAGEPAY,gbr,6,,2018-04-01,405,408,,,true
SAGEPAY,usa,6,1.0,2018-04-01,401,192,,,false
SAGEPAY,usa,1,1.0,2018-04-01,394,,,,false
SAGEPAY,bel,1,1.0,2018-04-01,321,20,,,true
SAGEPAY,usa,1,1.0,2018-04-01,964,8,,,false
SAGEPAY,ind,1,,2018-04-01,844,241,,,false
SAGEPAY,usa,1,,2018-04-01,803,374,27,3,false
SAGEPAY,ind,1,1.0,2018-04-01,791,377,,,true
PAYPAL,usa,1,1.0,2018-04-01,664,72,,,true
SAGEPAY,usa,1,1.0,2018-04-01,586,9,,,true
SAGEPAY,rou,1,1.0,2018-04-01,585,284,,,false
SAGEPAY,srb,1,,2018-04-01,202,249,,,true
PAYPAL,sau,6,,2018-04-01,154,366,21,22,false
SAGEPAY,pol,1,1.0,2018-05-01,990,395,,,false
SAGEPAY,ind,1,1.0,2018-05-01,829,105,,,true
SAGEPAY,usa,6,1.0,2018-05-01,815,971,,,true
SAGEPAY,usa,1,1.0,2018-05-01,716,10,,,true
SAGEPAY,aus,1,1.0,2018-05-01,552,44,,,true
SAGEPAY,usa,12,1.0,2018-05-01,436,69,,,true
SAGEPAY,usa,1,1.0,2018-05-01,295,534,,,true
PAYPAL,usa,1,,2018-05-01,170,349,2,,true
SAGEPAY,gbr,6,1.0,2018-05-01,69,5,,,true
SAGEPAY,usa,1,1.0,2018-05-01,859,65,,,true
SAGEPAY,lbn,1,1.0,2018-05-01,833,408,,,true
SAGEPAY,sgp,12,1.0,2018-05-01,825,90,5,,false
SAGEPAY,kwt,1,1.0,2018-05-01,691,312,,,true
PAYPAL,aus,1,1.0,2018-05-01,682,155,,,true
SAGEPAY,usa,1,1.0,2018-05-01,584,,,,true
PAYPAL,can,12,1.0,2018-05-01,368,100,,21,false
SAGEPAY,pol,6,,2018-05-01,358,395,,,true
PAYPAL,usa,1,,2018-05-01,345,182,,,true
SAGEPAY,sau,1,1.0,2018-06-01,1043,141,,,false
PAYPAL,usa,1,,2018-06-01,933,227,,,true
SAGEPAY,usa,1,1.0,2018-06-01,794,92,,,true
SAGEPAY,usa,1,1.0,2018-06-01,744,30,,,true
PAYPAL,usa,1,1.0,2018-06-01,736,16,,,true
SAGEPAY,can,1,1.0,2018-06-01,661,70,,,false
PAYPAL,usa,1,1.0,2018-06-01,621,16,,,true
PAYPAL,egy,1,1.0,2018-06-01,427,86,,,true
PAYPAL,usa,6,1.0,2018-06-01,164,517,88,5,false
SAGEPAY,nld,1,1.0,2018-02-01,926,110,,2,true
SAGEPAY,usa,6,1.0,2018-02-01,904,1,,,true
SAGEPAY,bel,1,,2018-02-01,812,131,,,false
SAGEPAY,gbr,1,1.0,2018-02-01,727,7,,,true
SAGEPAY,usa,1,1.0,2018-02-01,646,15,,,true
SAGEPAY,usa,1,1.0,2018-02-01,593,50,,,true
SAGEPAY,ind,1,1.0,2018-02-01,499,480,,,false
PAYPAL,usa,6,1.0,2018-02-01,407,50,1,,false
PAYPAL,usa,12,,2018-02-01,281,203,,,false
SAGEPAY,usa,1,1.0,2018-03-01,933,8,,,false
SAGEPAY,ind,1,,2018-03-01,813,241,,,false
SAGEPAY,usa,1,,2018-03-01,772,347,9,27,false
SAGEPAY,ind,1,1.0,2018-03-01,760,377,,,true
PAYPAL,usa,1,1.0,2018-03-01,633,72,,,true
SAGEPAY,usa,1,1.0,2018-03-01,555,9,,,true
SAGEPAY,rou,1,1.0,2018-03-01,554,284,,,false
SAGEPAY,srb,1,,2018-03-01,171,249,,,true
PAYPAL,sau,6,,2018-03-01,123,345,7,21,false
SAGEPAY,usa,1,1.0,2018-03-01,798,65,,,true
SAGEPAY,lbn,1,1.0,2018-03-01,772,408,,,true
SAGEPAY,sgp,12,1.0,2018-03-01,764,85,,,false
SAGEPAY,kwt,1,1.0,2018-03-01,630,312,,,true
PAYPAL,aus,1,1.0,2018-03-01,621,155,,,true
SAGEPAY,usa,1,1.0,2018-03-01,523,,,,true
PAYPAL,can,12,1.0,2018-03-01,307,99,26,1,false
SAGEPAY,pol,6,,2018-03-01,297,395,,,true
PAYPAL,usa,1,,2018-03-01,284,182,,,true
SAGEPAY,ind,1,,2018-04-01,661,111,,,false
SAGEPAY,gbr,1,1.0,2018-04-01,659,30,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,556,396,52,5,false
SAGEPAY,usa,1,1.0,2018-04-01,552,9,,,true
SAGEPAY,usa,1,1.0,2018-04-01,522,21,,,true
SAGEPAY,can,1,,2018-04-01,379,458,,,true
PAYPAL,mex,6,,2018-04-01,291,279,,,true
SAGEPAY,gbr,1,1.0,2018-04-01,282,99,,,false
SAGEPAY,swe,1,1.0,2018-04-01,47,409,12,,true
SAGEPAY,tur,1,1.0,2018-04-01,971,504,,,true
SAGEPAY,usa,1,1.0,2018-04-01,917,39,,,true
SAGEPAY,usa,1,1.0,2018-04-01,879,45,,,true
SAGEPAY,usa,1,1.0,2018-04-01,752,37,,,true
SAGEPAY,pol,1,1.0,2018-04-01,645,110,,,true
PAYPAL,usa,6,,2018-04-01,438,308,,,true
PAYPAL,phl,6,,2018-04-01,353,282,,,true
SAGEPAY,ind,1,,2018-04-01,152,279,,,true
SAGEPAY,swe,6,1.0,2018-04-01,46,221,165,206,false
SAGEPAY,usa,1,1.0,2018-04-01,829,65,,,true
SAGEPAY,lbn,1,1.0,2018-04-01,803,408,,,true
SAGEPAY,sgp,12,1.0,2018-04-01,795,85,,5,false
SAGEPAY,kwt,1,1.0,2018-04-01,661,312,,,true
PAYPAL,aus,1,1.0,2018-04-01,652,155,,,true
SAGEPAY,usa,1,1.0,2018-04-01,554,,,,true
PAYPAL,can,12,1.0,2018-04-01,338,100,1,,false
SAGEPAY,pol,6,,2018-04-01,328,395,,,true
